optimizer_update_step,tau,parameter_distance,latent_distance,online_min_std,target_min_std
119,0.9960528910802331,0.08539712429046631,0.0030385220889002085,0.15633343160152435,0.15582780539989471
238,0.9961062303899596,0.052912987768650055,0.00305788847617805,0.1566423624753952,0.15615154802799225
357,0.9961595696996862,0.03305404633283615,0.0027737338095903397,0.15688936412334442,0.156424880027771
476,0.9962129090094128,0.020810473710298538,0.0028450500685721636,0.15717187523841858,0.1566738337278366
595,0.9962662483191393,0.013281122781336308,0.0025995553005486727,0.15738987922668457,0.15690970420837402
714,0.996319587628866,0.008727075532078743,0.002453349996358156,0.15755882859230042,0.15713658928871155
833,0.9963729269385926,0.006063337437808514,0.002871583215892315,0.1577993929386139,0.15735916793346405
952,0.9964262662483191,0.0046206749975681305,0.0035074339248239994,0.15813776850700378,0.15757423639297485
1071,0.9964796055580457,0.006177663337439299,0.008151786401867867,0.15868748724460602,0.15778766572475433
1190,0.9965329448677723,0.027341045439243317,0.007803958375006914,0.15955524146556854,0.1580452173948288
1309,0.9965862841774988,0.021618623286485672,0.006129891145974398,0.15899993479251862,0.15829570591449738
1428,0.9966396234872255,0.037510164082050323,0.026290951296687126,0.15626934170722961,0.15842664241790771
1547,0.9966929627969521,0.03320609778165817,0.0009480714215897024,0.15871691703796387,0.15850690007209778
1666,0.9967463021066786,0.02282038889825344,0.0030755384359508753,0.15919920802116394,0.158640518784523
1785,0.9967996414164052,0.01605484075844288,0.004749002400785685,0.1598566472530365,0.1588118076324463
1904,0.9968529807261318,0.016707587987184525,0.007162667810916901,0.1604606956243515,0.15899550914764404
2023,0.9969063200358583,0.017035655677318573,0.015403631143271923,0.1606922596693039,0.1591453105211258
2142,0.996959659345585,0.029237067326903343,0.007382785901427269,0.16038228571414948,0.15922997891902924
2261,0.9970129986553116,0.020963096991181374,0.003979014698415995,0.1600300520658493,0.1593552976846695
2380,0.9970663379650381,0.015839872881770134,0.003325356636196375,0.1599806398153305,0.15951032936573029
2499,0.9971196772747647,0.026920832693576813,0.018166836351156235,0.16123244166374207,0.15964050590991974
2618,0.9971730165844913,0.05279772728681564,0.00505896657705307,0.15997162461280823,0.1598053127527237
2737,0.9972263558942178,0.03809190168976784,0.0030080804135650396,0.16050975024700165,0.15989312529563904
2856,0.9972796952039444,0.028101716190576553,0.0012807021848857403,0.1600293219089508,0.16001880168914795
2975,0.997333034513671,0.024440890178084373,0.016036992892622948,0.15926815569400787,0.16013608872890472
3094,0.9973863738233976,0.02436240017414093,0.008396937511861324,0.16143004596233368,0.16025635600090027
3213,0.9974397131331242,0.021077122539281845,0.0026697018183767796,0.16069285571575165,0.16038878262043
3332,0.9974930524428507,0.39889878034591675,0.5994188189506531,0.3520737886428833,0.15890981256961823
3451,0.9975463917525773,0.409064918756485,0.027824172750115395,0.11880047619342804,0.11699039489030838
3570,0.9975997310623039,0.3054741621017456,0.02520039863884449,0.10896674543619156,0.1085706353187561
3689,0.9976530703720304,0.2299269139766693,0.02184602990746498,0.10714159160852432,0.10740931332111359
3808,0.9977064096817571,0.17429709434509277,0.021515395492315292,0.10798680782318115,0.107789047062397
3927,0.9977597489914837,0.13299807906150818,0.020121615380048752,0.10867400467395782,0.10835760831832886
4046,0.9978130883012102,0.1021142229437828,0.018732910975813866,0.10925829410552979,0.10882370918989182
4165,0.9978664276109368,0.07887256145477295,0.013923400081694126,0.10944296419620514,0.10915874689817429
4284,0.9979197669206634,0.06133809685707092,0.013769379816949368,0.10982021689414978,0.10939878225326538
4403,0.9979731062303899,0.047966282814741135,0.01308890338987112,0.11014209687709808,0.10957341641187668
4522,0.9980264455401165,0.03771698474884033,0.008913866244256496,0.10977088660001755,0.10970921069383621
4641,0.9980797848498432,0.029875818639993668,0.009040587581694126,0.11015934497117996,0.10982146114110947
4760,0.9981331241595697,0.023748230189085007,0.010183718055486679,0.11049512773752213,0.10991568863391876
4879,0.9981864634692963,0.01905166730284691,0.00790310837328434,0.11036203056573868,0.11000127345323563
4998,0.9982398027790229,0.015396468341350555,0.0069215307012200356,0.11042637377977371,0.110079325735569
5117,0.9982931420887494,0.012529963627457619,0.00629507377743721,0.1104854941368103,0.11015234142541885
5236,0.998346481398476,0.010272792540490627,0.005912868306040764,0.11053108423948288,0.1102210059762001
5355,0.9983998207082025,0.008476894348859787,0.005554606672376394,0.11064083129167557,0.11028724163770676
5474,0.9984531600179292,0.007041627541184425,0.004359707701951265,0.11063418537378311,0.11035080254077911
5593,0.9985064993276558,0.005917559377849102,0.004289687145501375,0.11072027683258057,0.11041034013032913
5712,0.9985598386373823,0.005045223515480757,0.0050557395443320274,0.11083551496267319,0.1104680597782135
5831,0.9986131779471089,0.00433694152161479,0.004391849040985107,0.11084086447954178,0.11052297800779343
5950,0.9986665172568355,0.0038067777641117573,0.003991353325545788,0.1108831986784935,0.11057549715042114
6069,0.998719856566562,0.003421867499127984,0.004311560187488794,0.11097899824380875,0.11062511056661606
6188,0.9987731958762887,0.003136709099635482,0.0034403332974761724,0.11093573272228241,0.11067334562540054
6307,0.9988265351860153,0.003145794849842787,0.015423758886754513,0.11184930801391602,0.11072345823049545
6426,0.9988798744957418,0.004748492501676083,0.007606023922562599,0.11157868057489395,0.1107766404747963
6545,0.9989332138054684,0.004587046802043915,0.003867627587169409,0.11115046590566635,0.11082372814416885
6664,0.998986553115195,0.0044530159793794155,0.004253037739545107,0.11107821762561798,0.11086613684892654
6783,0.9990398924249215,0.013807801529765129,0.006027556024491787,0.11038298159837723,0.11091215908527374
6902,0.9990932317346481,0.012699083425104618,0.00371405272744596,0.1113184466958046,0.1109359934926033
7021,0.9991465710443748,0.011705035343766212,0.0033712079748511314,0.1113223284482956,0.11095918715000153
7140,0.9991999103541013,0.010920177213847637,0.003015703521668911,0.11127830296754837,0.11098252236843109
7259,0.9992532496638279,0.010440523736178875,0.0032377298921346664,0.11124632507562637,0.11100558191537857
7378,0.9993065889735545,0.01548815704882145,0.01740247942507267,0.11239229887723923,0.11102577298879623
7497,0.999359928283281,0.020476084202528,0.0017584179295226932,0.11093529313802719,0.11100012809038162
7616,0.9994132675930076,0.019601482897996902,0.001260295626707375,0.11107125133275986,0.11097139865159988
7735,0.9994666069027341,0.018782489001750946,0.0026852423325181007,0.11120881140232086,0.11095119267702103
7854,0.9995199462124608,0.028897451236844063,0.01219924446195364,0.10960494726896286,0.11091907322406769
7973,0.9995732855221874,0.0308198444545269,0.003614288056269288,0.11115642637014389,0.11082900315523148
8092,0.9996266248319139,0.030171431601047516,0.00275600072927773,0.11103809624910355,0.11075399070978165
8211,0.9996799641416405,0.029418757185339928,0.0036452605854719877,0.1108623817563057,0.11069561541080475
