epoch,global_step,optimizer_update_step,L_total,L_v0_5,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_mass,L_operator,L_JEPA_one,L_JEPA_multi,val_rollout,val_jepa,tau,epoch_time,samples_per_sec,peak_gpu_memory
1,119,119,0.027620891231575996,0.025844379638662936,4.0645351725637976e-07,0.000205700509639755,3.177722494107367e-05,0.006320944934792813,0.0064662761104498125,0.0,2.7653441167487225e-06,0.0006379357832860064,0.00015442393718981848,0.0008931799111931266,0.0008833315948864073,1.998904962896458e-05,7.888610937135083e-06,0.9960528910802331,29.17901855299715,129.54513850883905,2950142464
2,238,238,0.00012765412914742859,0.00012137344216055695,1.1161400879794359e-07,5.980661026788531e-05,9.403343056590376e-06,6.9629780165284435e-06,1.4352746881534119e-05,0.0,4.7536684031569476e-08,3.9202702726105784e-07,2.243566629108957e-07,2.039250606656655e-06,4.241436295761901e-06,1.4029912164828385e-05,6.375370676215382e-06,0.9961062303899596,29.302558130933903,128.99897623646578,2971379200
3,357,357,0.00012242838713554812,0.00011689534719427309,1.1125325494998516e-07,5.941694932213674e-05,9.378714693166474e-06,6.051096803064134e-06,1.3245264712187386e-05,0.0,4.626230775111181e-08,1.0985537070635272e-07,1.992985566086751e-07,1.6722440476475866e-06,3.8607957995501005e-06,1.650599137757949e-05,5.8556557979456904e-06,0.9961595696996862,29.260058301966637,129.18634546076544,2970682880
4,476,476,0.00012153663230405766,0.00011624082451422634,1.1125338308076569e-07,5.939176722128491e-05,9.37602320239724e-06,5.8684476219736985e-06,1.311511254311039e-05,0.0,4.723174571781614e-08,3.748208646504315e-08,1.9443122548263953e-07,1.5522895038220523e-06,3.7435184307344055e-06,1.4325041047413833e-05,5.733200238128552e-06,0.9962129090094128,28.734140411019325,131.5508292898297,2971379200
5,595,595,0.00012188831828694751,0.00011662242463826838,1.1159718717612911e-07,5.9365924178602954e-05,9.407090046758722e-06,5.980567593291025e-06,1.3173639816823341e-05,0.0,4.125642793462522e-08,3.0711115392801567e-08,1.965666693720816e-07,1.540101723467208e-06,3.725791917993717e-06,1.6431735188927544e-05,5.814462404140656e-06,0.9962662483191393,28.98081240907777,130.43112617560632,2970682880
6,714,714,0.00012349352071483043,0.00011816568000189142,1.1201726142500111e-07,5.931537235728539e-05,9.443011843133102e-06,6.3354465753214545e-06,1.3575449551228698e-05,0.0,3.8321817287721517e-08,6.0406513817104e-08,2.060215951145938e-07,1.565829909961115e-06,3.762010240679186e-06,1.8017755757595988e-05,5.915687768806709e-06,0.996319587628866,29.628940002061427,127.57796936836105,2971379200
7,833,833,0.00012467344108723824,0.00011929520465114533,1.1222341042951114e-07,5.942228369623615e-05,9.46479475613968e-06,6.570676212158148e-06,1.3824020701307476e-05,0.0,3.6796275240654513e-08,1.0466060638206665e-07,2.1230219292996115e-07,1.5938772906208344e-06,3.784359620911625e-06,1.78278429909066e-05,6.083397799253968e-06,0.9963729269385926,28.6660129170632,131.8634722916066,2970682880
8,952,952,0.00013533112384802687,0.00012950155015224247,1.1336174247964915e-07,5.96219959093514e-05,9.541481677655294e-06,9.003019364345597e-06,1.6293889506963002e-05,0.0,3.6333513851187736e-08,3.427487568477359e-07,2.699407153377925e-07,1.8166393640356584e-06,4.012934448202566e-06,1.1677377863504392e-05,6.372035765404386e-06,0.9964262662483191,28.754674357012846,131.45688777651253,2971379200
9,1071,1071,0.00019244274945877905,0.00018483522223683183,1.1522276771926507e-07,6.0551031654338456e-05,9.679735094275284e-06,2.2240481907420202e-05,3.00677616270684e-05,0.0,4.022694301732272e-08,5.864225793027766e-07,5.947444263270766e-07,2.664944315410423e-06,4.942584015494773e-06,0.00012072886435946982,2.366908001065548e-05,0.9964796055580457,29.01188521005679,130.29142962035732,2970682880
10,1190,1190,0.0011791878387888786,0.0011354645520754198,1.4710483678448052e-07,7.845731273480745e-05,1.198351870197926e-05,0.00024971508796119856,0.000264007814654159,0.0,1.545083407187598e-07,2.3899399751653186e-05,6.277548535036711e-06,2.0450786187259756e-05,2.327250453615629e-05,0.00021025289883947975,3.440070194344679e-05,0.9965329448677723,29.070016164099798,130.0308874498713,2971379200
11,1309,1309,0.0003629380255622208,0.0003481492097119963,1.1910397528248164e-07,6.23084114094218e-05,1.0022143930929439e-05,6.169418141580921e-05,6.985385330466592e-05,0.0,6.879250264025752e-08,1.1315411214286181e-05,1.556871963883784e-06,6.243295898678649e-06,8.54552025687616e-06,0.0001570117147085035,1.906184427623105e-05,0.9965862841774988,29.19158977305051,129.48935050771615,2970682880
12,1428,1428,0.0038351683022464235,0.0036963620080203608,2.3991025182834755e-07,0.00012874786653334187,1.897396447097577e-05,0.0008586984498102327,0.0008904016474151008,0.0,5.63742492003e-07,0.00013445938093354927,2.1389188789307522e-05,6.663772811725e-05,7.216856344793947e-05,0.0021014627335327013,0.0006728883477903547,0.9966396234872255,29.190633616992272,129.49359200615672,2971379200
13,1547,1547,0.0016852595283010502,0.0015901967575286994,1.5982849063563647e-07,8.413179998305163e-05,1.3076226419105383e-05,0.00035498600929482593,0.0003735770826684077,0.0,6.198028608574826e-07,0.00010402313299135121,8.79942387222828e-06,4.5776771304628236e-05,4.928597758354771e-05,4.796200307845582e-05,9.302882544456484e-06,0.9966929627969521,29.539571371977217,127.96394207621799,2970682880
14,1666,1666,0.00014690020008144468,0.00014050169684677802,1.1629392712688127e-07,6.03171246771198e-05,9.781682404406767e-06,1.1255455596467804e-05,1.893730291855896e-05,0.0,1.9464051398263266e-08,2.5637613079036556e-07,3.3087383339941053e-07,2.091152750427013e-06,4.3073502515725855e-06,1.3302916843150299e-05,5.815393615193898e-06,0.9967463021066786,29.88217477197759,126.49681721106677,2971379200
15,1785,1785,0.00014524041818548487,0.00013882378944708281,1.1594433170971594e-07,6.012205455191039e-05,9.756401734540261e-06,1.1115183423542129e-05,1.8357054441896264e-05,0.0,1.604228542011735e-08,3.110794068711897e-07,3.2345426918841896e-07,2.1322568234310856e-06,4.284371300340228e-06,4.1479127304185e-05,9.282988574861e-06,0.9967996414164052,29.35080213006586,128.78694024269646,2970682880
