horizon,steps,rmse,relative_l2,persistence_rmse,mass_drift,operator
short,1,0.002339180235544013,0.003527509979903698,0.031891308517919645,0.0005273628355805866,5.570064382077868e-06
medium,16,0.0019201839782504572,0.0029159889608207676,0.29228677848974866,0.0005995664202297727,4.920077824661146e-07
long,80,0.012877800915804174,0.02198217250406742,0.925665921635098,0.0006856811879616645,1.9228818833501768e-07
