horizon,steps,rmse,relative_l2,persistence_rmse,mass_drift,operator
short,1,0.002849983064354294,0.004210426265166866,0.030443714517686103,0.0005717437517079008,8.71101721915895e-06
medium,16,0.0020860858753116596,0.003166621732008126,0.2938987331257926,0.0006137209970297085,7.186642265979673e-07
long,80,0.013298678315348096,0.02279801956481404,0.9160465664333768,0.0007478071978160491,2.449300772077044e-07
