epoch,global_step,optimizer_update_step,L_total,L_v0_5,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_mass,L_operator,L_JEPA_one,L_JEPA_multi,val_rollout,val_jepa,tau,epoch_time,samples_per_sec,peak_gpu_memory
47,5593,5593,0.00027678482489790966,0.00027678482489790966,6.873715540403657e-07,8.937380954631846e-05,5.7303588347701684e-05,1.135852983646112e-05,2.4604821953323188e-05,0.0,6.842650627034168e-07,2.292315489633982e-07,3.7746232478230254e-07,0.0,0.0,3.716187988868027e-05,0.0,0.9985064993276558,24.699437245959416,153.03992404192815,2889244160
48,5712,5712,0.00027515890862713887,0.00027515890862713887,6.785301338438075e-07,8.908028987072478e-05,5.656863312069425e-05,1.1380029209441673e-05,2.462918956461609e-05,0.0,6.649493653283994e-07,5.125616683041203e-07,3.768984718724958e-07,0.0,0.0,5.746929486381955e-05,0.0,0.9985598386373823,24.66012852708809,153.28387262247367,2890137088
49,5831,5831,0.0002733164793373179,0.0002733164793373179,6.710930403555505e-07,8.845327720144596e-05,5.593384283769718e-05,1.1389138257476992e-05,2.467408717382655e-05,0.0,5.922844309525942e-07,3.1672089704520347e-07,3.76999789913108e-07,0.0,0.0,2.8020529307901772e-05,0.0,0.9986131779471089,24.297398557071574,155.5722103796935,2889244160
50,5950,5950,0.00027449976659944114,0.00027449976659944114,6.616337471136132e-07,8.823105831483932e-05,5.517231504354015e-05,1.2174482884003458e-05,2.5317492019326582e-05,0.0,5.919811436431595e-07,7.006950863556494e-07,3.957812080542195e-07,0.0,0.0,4.010730921263097e-05,0.0,0.9986665172568355,24.09568622696679,156.87455274752028,2890137088
51,6069,6069,0.00029458562007651876,0.00029458562007651876,6.549356952452625e-07,8.843024042632096e-05,5.459744843488643e-05,1.7235115207994275e-05,3.0435652784444517e-05,0.0,5.465433989130846e-07,4.028947124165175e-06,5.178349655033772e-07,0.0,0.0,5.9740662982221694e-05,0.0,0.998719856566562,24.81399652105756,152.33338155714782,2889244160
52,6188,6188,0.00028586231576150685,0.00028586231576150685,6.467398589900951e-07,8.79112565791402e-05,5.3900808647056924e-05,1.553572074044496e-05,2.8683059494979384e-05,0.0,5.47839645830531e-07,4.574747647640434e-06,4.770430901800633e-07,0.0,0.0,3.3339906336290625e-05,0.0,0.9987731958762887,25.07977140508592,150.719077097866,2890137088
53,6307,6307,0.00031638142859770194,0.00031638142859770194,6.424913918797072e-07,9.030250961942815e-05,5.351137284022539e-05,2.3036849185782508e-05,3.571374507075195e-05,0.0,4.6196261446648687e-07,3.674137655259925e-06,6.573410138073433e-07,0.0,0.0,4.114973306145874e-05,0.0,0.9988265351860153,24.05466057395097,157.1421050976458,2889244160
54,6426,6426,0.001872155055460377,0.001872155055460377,1.0030160764972846e-06,0.00026641337431366086,8.153032833924665e-05,0.0003537208452379909,0.0003610272204799691,0.0,7.0885442170115e-06,4.872763551934705e-05,8.637563635039398e-06,0.0,0.0,3.109114768449217e-05,0.0,0.9988798744957418,24.689863982028328,153.09926384169026,2890137088
55,6545,6545,0.0002993236247526492,0.0002993236247526492,7.036922148645751e-07,9.148434953574367e-05,5.8573380832698333e-05,1.57492727007521e-05,2.899575298196247e-05,0.0,2.9485230554739787e-07,1.863160827388393e-06,4.832622684557825e-07,0.0,0.0,3.436296666179606e-05,0.0,0.9989332138054684,24.745202595950104,152.75688228225093,2889244160
56,6664,6664,0.0002780125567273153,0.0002780125567273153,6.792572726322596e-07,8.906682531463928e-05,5.667394705587338e-05,1.2010601896989139e-05,2.5350921139029893e-05,0.0,2.680220225775648e-07,4.5015452288589104e-07,3.9350714242000657e-07,0.0,0.0,5.623383234099795e-05,0.0,0.998986553115195,24.263464904972352,155.78978578716342,2890137088
57,6783,6783,0.0003000472778227752,0.0003000472778227752,6.645170838199856e-07,8.982867738552313e-05,5.542340234295273e-05,1.8036702647651226e-05,3.108443728821825e-05,0.0,2.3698382065241859e-07,1.6672255621112223e-06,5.392743685266521e-07,0.0,0.0,0.00045909212924362646,0.0,0.9990398924249215,24.484879927011207,154.3809898708134,2889244160
58,6902,6902,0.0020647451175295466,0.0020647451175295466,8.907416725585348e-07,0.0001827741990656784,7.308593734965793e-05,0.000422947084276799,0.0004343082160669226,0.0,5.90459282114064e-06,8.859152076544729e-05,1.0444709161816795e-05,0.0,0.0,3.458398005889086e-05,0.0,0.9990932317346481,24.793316825060174,152.46044031427513,2890137088
59,7021,7021,0.00029349561551864203,0.00029349561551864203,7.241284670969612e-07,9.186670700612936e-05,6.036781503421023e-05,1.3316212316471302e-05,2.6621570982064846e-05,0.0,1.520525690993386e-07,9.68467215308785e-07,4.2343429253445786e-07,0.0,0.0,2.573899440730678e-05,0.0,0.9991465710443748,24.815996714052744,152.32110334135686,2889244160
60,7140,7140,0.0002823771282453977,0.0002823771282453977,6.973958508953931e-07,8.991880721330061e-05,5.816069284389929e-05,1.2144533978017828e-05,2.5497740722448005e-05,0.0,1.5398516061684368e-07,3.013293209243457e-07,3.9662319439894564e-07,0.0,0.0,4.568973520127613e-05,0.0,0.9991999103541013,24.60638392996043,153.6186711041893,2890137088
61,7259,7259,0.0003598515824205365,0.0003598515824205365,6.844465861162962e-07,9.614680619619629e-05,5.703660423966573e-05,3.0345960693098493e-05,4.347196825417794e-05,0.0,1.6245919313263056e-07,5.631406737626652e-06,8.436741659857539e-07,0.0,0.0,4.138763958638135e-05,0.0,0.9992532496638279,24.350687464000657,155.2317570330711,2889244160
62,7378,7378,0.0005462762687346657,0.0005462762687346657,6.844907312868253e-07,0.00010450202679118664,5.6817469000138796e-05,7.42671265932528e-05,8.749897410756189e-05,0.0,2.0155994763795976e-07,1.7583515523857728e-05,1.928757011088747e-06,0.0,0.0,7.44689143002255e-05,0.0,0.9993065889735545,25.058499915059656,150.84701848925505,2890137088
63,7497,7497,0.0008045589741351448,0.0008045589741351448,7.297186757701186e-07,0.000127514628028231,6.007094382155667e-05,0.00013045823336007607,0.00014466635678665683,0.0,6.127975688028998e-07,2.598120276228723e-05,3.330211314485053e-06,0.0,0.0,0.0002906768986057224,0.0,0.999359928283281,25.30586703203153,149.372475371635,2889244160
64,7616,7616,0.0019806010389907492,0.0019806010389907492,9.365505019843267e-07,0.00024458011389012746,7.696853269682458e-05,0.0003732532528586311,0.00039054297598167543,0.0,2.8645248288854185e-06,0.0002570779056340042,9.264081422746627e-06,0.0,0.0,0.0004810166531353302,0.0,0.9994132675930076,25.330291116028093,149.22844679065503,2890137088
65,7735,7735,0.0018039936640807403,0.0018039936640807403,8.780671672115753e-07,0.0002060772708670123,7.150621537923587e-05,0.0003495834302388146,0.000364034097768285,0.0,2.2458112462769295e-06,0.0001241411091542725,8.690222530372757e-06,0.0,0.0,7.086710202635177e-05,0.0,0.9994666069027341,25.302164747961797,149.39433197329473,2889244160
66,7854,7854,0.0005314832602851783,0.0005314832602851783,6.938085055892208e-07,0.00010642621017285381,5.772622505747393e-05,6.977509278623897e-05,8.409152754610799e-05,0.0,3.8194527027366994e-07,3.871553979289279e-06,1.8252286343451208e-06,0.0,0.0,1.973218019148113e-05,0.0,0.9995199462124608,25.733630814007483,146.88949364822813,2890137088
67,7973,7973,0.0002951592989986585,0.0002951592989986585,6.475508824839606e-07,8.85346315929878e-05,5.400288694463646e-05,1.7948271128954643e-05,3.09282711540132e-05,0.0,1.1563070772532017e-07,4.998329274933042e-07,5.336616679953834e-07,0.0,0.0,3.6375985690115375e-05,0.0,0.9995732855221874,25.855918172979727,146.19476959631712,2889244160
68,8092,8092,0.00028078254994753964,0.00028078254994753964,6.247708055015349e-07,8.722801283790321e-05,5.2146622713990316e-05,1.555253317540052e-05,2.866142301254465e-05,0.0,9.905353865013952e-08,5.181100360103724e-07,4.753961396393909e-07,0.0,0.0,3.525233208035518e-05,0.0,0.9996266248319139,25.44938430201728,148.53011590148267,2890137088
69,8211,8211,0.0005614745774350705,0.0005614745774350705,6.536321362791424e-07,0.00011260456571271693,5.408136120802728e-05,7.823245498733952e-05,9.104594162193486e-05,0.0,1.6116305424411514e-07,5.374957897050769e-06,2.028793293599544e-06,0.0,0.0,0.0011787566655714597,0.0,0.9996799641416405,25.91851134400349,145.8417094187989,2889244160
70,8330,8330,0.005170183421344196,0.005170183421344196,8.479806233986487e-07,0.0002305161926732768,6.871588744356164e-05,0.0011819916041786586,0.001208012713665739,0.0,4.0036850620125095e-06,7.548669978166887e-05,2.940542381400028e-05,0.0,0.0,0.005388477524476392,0.0,0.9997333034513671,25.251251281937584,149.6955520261233,2890137088
71,8449,8449,0.007078104280150944,0.007078104280150944,2.0899345121092642e-06,0.0009044804449701958,0.00016294147486049465,0.001439549467872581,0.0014476195818807118,0.0,3.762707582284387e-05,0.0003026335663195466,3.511722883009646e-05,0.0,0.0,2.5750967411329927e-05,0.0,0.9997866427610936,25.397709188051522,148.83232074246757,2889244160
72,8568,8568,0.0002676069069094463,0.0002676069069094463,6.57637575728278e-07,8.825601433359441e-05,5.490013530506215e-05,1.06041330091391e-05,2.3777135210505948e-05,0.0,3.71719067399402e-07,1.0933131454327883e-07,3.5705090683809886e-07,0.0,0.0,1.8885142500429147e-05,0.0,0.9998399820708203,25.28793988795951,149.47836861158441,2890137088
73,8687,8687,0.0002639640410610588,0.0002639640410610588,6.428386229715586e-07,8.735184766544355e-05,5.3642400806503634e-05,1.0656376009387833e-05,2.3621485815580598e-05,0.0,3.1209751883488453e-07,1.3173480559383655e-07,3.5635131340799844e-07,0.0,0.0,3.121269790946306e-05,0.0,0.9998933213805469,24.954256133991294,151.47716604748217,2889244160
74,8806,8806,0.0002593291938802592,0.0002593291938802592,6.276766388480841e-07,8.615814214054908e-05,5.2419708921295644e-05,1.0374342675383016e-05,2.34183953079751e-05,0.0,2.4299323638147555e-07,1.2110984859872294e-07,3.4980479956786403e-07,0.0,0.0,2.5522873762557063e-05,0.0,0.9999466606902734,25.064080829033628,150.81343001500932,2890137088
75,8925,8925,0.00025613859941672886,0.00025613859941672886,6.139282650158666e-07,8.53708519128511e-05,5.126142816691383e-05,1.0429320551223114e-05,2.3327634822134983e-05,0.0,2.0953167096596915e-07,1.3096062079714305e-07,3.495322012683751e-07,0.0,0.0,3.487702522848156e-05,0.0,1.0,25.84889113798272,146.23451272327947,2889244160
