horizon,steps,rmse,relative_l2,persistence_rmse,mass_drift,operator
short,1,0.002504562920269867,0.0037640269535283246,0.031891308517919645,0.00011769396643204446,6.4477090594058e-06
medium,16,0.0021986603840357727,0.0033311943989247084,0.29228677848974866,0.00014314305230477152,5.875769678217088e-07
long,80,0.01425823714170191,0.02432318487101131,0.925665921635098,0.00019530412828316912,2.3273899627282742e-07
