horizon,steps,rmse,relative_l2,persistence_rmse,mass_drift,operator
short,1,0.002529583353963163,0.0033784089092579153,0.03339302560521497,0.0009786385469649555,6.606289743002789e-06
medium,16,0.0019064582754961317,0.002587959545457529,0.332117670112186,0.001256553954186125,5.304218954430932e-07
long,80,0.011169923365943961,0.017122129185332194,1.0331104066636827,0.0024365760618820786,1.9260502170936888e-07
