epoch,global_step,optimizer_update_step,L_total,L_v0_5,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_mass,L_operator,L_JEPA_one,L_JEPA_multi,val_rollout,val_jepa,tau,epoch_time,samples_per_sec,peak_gpu_memory
21,2499,2499,0.0003309723946990238,0.0003117081052907028,1.766687399858422e-07,7.131046912122873e-05,1.4836255625129318e-05,4.752638418741448e-05,5.730350959027265e-05,0.0,1.630427678515731e-07,3.0906166209264023e-06,1.2712090429650507e-06,8.001248659244208e-06,1.1263039297735005e-05,9.466642493082743e-05,3.371175405066294e-05,0.9971196772747647,29.945534936035983,126.22916932604893,2970682880
22,2618,2618,0.000635228322193066,0.0005921447090311814,1.920390310433937e-07,7.999273770514669e-05,1.597924043217159e-05,0.00011377708419569812,0.00012442342448541058,0.0,2.7301251694289315e-07,1.4919123661274118e-05,2.946542715815465e-06,1.9900520917525724e-05,2.3183087543378062e-05,0.0009382619872450872,0.000228785807848908,0.9971730165844913,30.669324769987725,123.25018657401347,2971379200
23,2737,2737,0.0012085532831156223,0.0011323130313213422,2.1035231484756637e-07,8.898119881956114e-05,1.7401458658650642e-05,0.00024256769276073784,0.00025897325888441175,0.0,3.5550819187247733e-07,1.9775938612381065e-05,6.229633089350062e-06,3.6374450334093395e-05,3.986579889435291e-05,0.0006215672824986367,0.00016939177304655978,0.9972263558942178,30.27993592293933,124.83513867466165,2970682880
24,2856,2856,0.0013734258769237727,0.0012890085201616838,2.2735673255545734e-07,9.940114049684433e-05,1.8684650311394652e-05,0.0002776992063484002,0.0002958214024565966,0.0,3.416754583259144e-07,1.758459368218648e-05,7.09212660584223e-06,4.0245678433430845e-05,4.417168780857643e-05,0.0003482346600365071,0.0001628056717371302,0.9972796952039444,29.598647754988633,127.70853693351275,2971379200
25,2975,2975,0.0030756386870360642,0.002875622662607206,3.3359245530689843e-07,0.00015858867234629258,2.6661513388885563e-05,0.0006437362705741728,0.0006797181314569479,0.0,7.771025591293967e-07,6.547221154115895e-05,1.6482055196888122e-05,9.688439854206986e-05,0.00010313162673372534,0.0004558172376294221,0.00010526398301798118,0.997333034513671,30.016171623952687,125.93211577267193,2970682880
26,3094,3094,0.00024063725855383804,0.00022522130434120459,1.7415471835534538e-07,6.884037124802403e-05,1.4701716231660198e-05,2.6338455324341783e-05,3.621069858483255e-05,0.0,2.483364450091131e-07,7.673983635887601e-06,7.270465292975363e-07,6.066848819409161e-06,9.349105235145467e-06,8.16703963209875e-05,2.3385905158301326e-05,0.9973863738233976,29.427198883029632,128.45259295745907,2971379200
27,3213,3213,0.001965832994097755,0.0018126767015370427,2.457167128973894e-07,0.00010901227433735839,2.0058606663489684e-05,0.00040122545595285756,0.00042189449489501025,0.0,5.354026294119842e-07,7.489439766104432e-05,1.0145861199783179e-05,7.467718394417759e-05,7.847911158081381e-05,0.0010763548353376487,0.00020659655714379846,0.9974397131331242,29.99529310897924,126.01977204444914,2970682880
28,3332,3332,0.0013749514827775774,0.001287248982707896,2.491538125059619e-07,0.00010931457084278384,2.0279347140954254e-05,0.0002725610276337691,0.00028945138402623196,0.0,5.235795172330944e-07,5.831802302256821e-05,6.928898243834271e-06,4.165578455613093e-05,4.604671992532165e-05,0.0003290225876428719,0.00013761071358679884,0.9974930524428507,29.62647623498924,127.58857887850235,2971379200
29,3451,3451,0.005215622064603305,0.004828641285735464,5.518067357919425e-07,0.0002801993575375823,4.272074546038528e-05,0.0010960222144300738,0.00112684469995897,0.0,1.7736985775223767e-06,5.512685341672435e-05,2.7559982400917863e-05,0.0001904808084767499,0.0001964999370949242,0.0013375335295374195,0.0004164151395560198,0.9975463917525773,28.566092359018512,132.3247139473253,2970682880
30,3570,3570,0.0018054770464822896,0.0016663562767601833,2.5460146317797166e-07,0.00011531481736157307,2.0706346201160355e-05,0.00036259218210977487,0.00038714550750873055,0.0,4.841531634720952e-07,3.994110371728292e-05,9.310733451688036e-06,6.744820163750398e-05,7.167258609548471e-05,3.509444180790091e-05,2.22886195019999e-05,0.9975997310623039,30.05529857496731,125.7681733079942,2971379200
31,3689,3689,0.0001557593775153032,0.0001466934623383971,1.698670090749503e-07,6.65929354634875e-05,1.4329146965575915e-05,8.467760616676296e-06,1.70496157460591e-05,0.0,1.5692278678080156e-07,8.367460047246048e-07,2.728592287066883e-07,3.000485431733997e-06,6.065429264439175e-06,1.730278842539216e-05,9.854737406082374e-06,0.9976530703720304,33.34686019504443,113.354000283413,2970682880
32,3808,3808,0.00015818168116282552,0.00014915801803384312,1.6993021357314044e-07,6.642800233161776e-05,1.4330967918333103e-05,9.173405786025185e-06,1.768067321064389e-05,0.0,1.5074034918589174e-07,5.838624742238762e-07,2.9072605596810857e-07,2.951260590134312e-06,6.072402906495703e-06,1.3978223242225969e-05,1.0702355112222167e-05,0.9977064096817571,31.65778314799536,119.40191713137557,2971379200
33,3927,3927,0.00015789764183671978,0.00014901330679773338,1.701214677372042e-07,6.646111648512522e-05,1.435109485225954e-05,9.165902022605272e-06,1.7584104855251055e-05,0.0,1.4969623032326973e-07,5.34259309385258e-07,2.9022097265701317e-07,2.890278335779306e-06,5.994056644138053e-06,1.313635167164085e-05,9.780630132029598e-06,0.9977597489914837,31.026096589979716,121.83292181269108,2970682880
34,4046,4046,0.00016358379716861738,0.00015394084632000023,1.702977787589536e-07,6.662184241962022e-05,1.4359673531587414e-05,1.0327817246299539e-05,1.8703863602553534e-05,0.0,1.4406514733171307e-07,1.4389520684905846e-06,3.1901066391443747e-07,3.271335422069237e-06,6.37161552615922e-06,3.507813507028567e-05,1.0033454350377725e-05,0.9978130883012102,32.825762622989714,115.15345563830572,2971379200
35,4165,4165,0.0002788280003837177,0.00025901256126681805,1.7276649502669686e-07,6.790454233793306e-05,1.4533962680688424e-05,3.556960144787953e-05,4.463680334901684e-05,0.0,1.665906734521582e-07,6.221735654547061e-06,9.675891078586575e-07,8.385059452117063e-06,1.1430379097912308e-05,0.0004763897890890283,0.00045691165058607503,0.9978664276109368,29.769764481927268,126.97446774544608,2970682880
