epoch,global_step,learning_rate,generator_learning_rate,L_total,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_physics,L_mass,L_operator,val_rollout,val_reconstruction,val_mass,val_operator,epoch_time,samples_per_sec,peak_gpu_memory
55,6545,0.0005,0.0025,0.0002911730943384418,6.774163102698117e-07,9.140439033409748e-05,5.700858836890711e-05,1.4676415387372592e-05,2.775978787718082e-05,0.0,8.20597654965048e-08,1.9349939300150375e-07,5.040569955285742e-07,4.634399694789444e-07,3.575127212527496e-05,9.25096747301896e-06,1.5496144768468141e-06,3.669108404362002e-07,24.380009550019167,155.0450582164365,2906962432
56,6664,0.0005,0.0025,0.0011191554229568552,8.82210042558529e-07,0.00023043504279388963,7.326604502624216e-05,0.00017894825274611346,0.00019008124277375088,0.0,3.8011711644405714e-07,3.2090774429552427e-06,1.1492214560314973e-05,4.5531726544612425e-06,0.00038162845608201765,0.0004541981746331744,3.646332660580464e-05,1.099008028783525e-05,24.22044708300382,156.06648329181894,2906962432
57,6783,0.0005,0.0025,0.0013793759005176268,8.838439433540251e-07,0.00024134758817141003,7.195242526004752e-05,0.00024054488269569077,0.0002539486844850539,0.0,1.2537482201160837e-06,4.1271127021525265e-06,1.4508441924912857e-05,6.127121585849776e-06,2.8372128768491426e-05,4.412218404468149e-05,7.3292340814424234e-06,1.1074209586089032e-06,24.53822698490694,154.0453596066666,2906962432
58,6902,0.0005,0.0025,0.00039264839684600555,6.218144544762918e-07,9.95626533896756e-05,5.207862427043014e-05,4.006152135920871e-05,5.3518650878609464e-05,0.0,8.044877795833195e-07,1.0658917324476123e-06,4.22235658504332e-06,1.1071020771947424e-06,3.7805943932090445e-05,6.085033220144743e-06,1.4794520222407994e-06,3.1303301257356085e-07,24.72797486896161,152.86330643859682,2906962432
59,7021,0.0005,0.0025,0.0002669655775193066,5.903485756904942e-07,8.613770998116317e-05,4.958150936530844e-05,1.3786325205959628e-05,2.6600980125958956e-05,0.0,4.883181984664757e-07,2.5105981888580133e-07,8.140061767474835e-07,4.41292917681523e-07,1.6597006539259816e-05,3.1543293152935804e-05,4.0098999304085565e-07,7.970413056076116e-07,24.28425549902022,155.6564087440321,2906962432
60,7140,0.0005,0.0025,0.0002822856463753081,5.804547240754969e-07,8.605933680738662e-05,4.885868986584394e-05,1.8115305854773696e-05,3.0623847897726275e-05,0.0,3.0021248170171366e-07,4.2014774158386995e-07,1.5548743962782768e-06,5.458643116410727e-07,1.9732561165818922e-05,3.500160067536247e-05,3.581003455197095e-06,8.83173260306302e-07,24.4501700400142,154.60015181136976,2906962432
61,7259,0.0005,0.0025,0.00197919022301754,8.342743208845243e-07,0.00024205423093421837,6.803513927109263e-05,0.000386873998688614,0.0004052126027918396,0.0,1.4120443675080102e-06,1.591700954103395e-05,6.974597356847928e-05,9.83907413669046e-06,0.00019701607248169325,0.00029314910976349244,0.00017360615842162156,6.942070831428282e-06,24.187738202046603,156.2775307234044,2906962432
62,7378,0.0005,0.0025,0.0004099764124485393,5.701366343860822e-07,9.651607542764396e-05,4.778324569256424e-05,4.74423636636443e-05,5.975791277441199e-05,0.0,9.019985873718815e-07,2.8329543727323734e-06,1.2885328812672315e-05,1.2794430509895497e-06,4.313070925750903e-05,5.614789513076955e-06,1.0667193930539535e-06,3.101536311164853e-07,27.01010610105004,139.9476176012892,2906962432
63,7497,0.0005,0.0025,0.00024539106947409295,5.342523517207136e-07,8.144224220862189e-05,4.502241154017775e-05,1.2020922976642387e-05,2.4572445747455478e-05,0.0,4.661689695059601e-07,1.3639664690653523e-07,2.907660880999802e-07,3.9121714643269593e-07,1.9338805075330173e-05,2.5990337408508085e-05,8.858386766383947e-07,6.802726017797665e-07,24.970292567042634,151.37988431057,2906962432
64,7616,0.0005,0.0025,0.00036653775673128034,5.404490592515912e-07,8.734960032617131e-05,4.5367343906065566e-05,4.0537134401063516e-05,5.299304552695335e-05,0.0,3.043770043158325e-07,8.222215058440894e-07,3.0071861667320213e-06,1.1039213624884262e-06,3.0454105044121944e-05,2.4076869089012255e-05,2.6370044636115338e-06,6.77179715358718e-07,24.739724691025913,152.79070592774855,2906962432
65,7735,0.0005,0.0025,0.0020904956623251556,7.566920407231327e-07,0.00022655053100568395,6.173534980031449e-05,0.00042553019186170163,0.00044012487566938733,0.0,6.074250371468947e-07,8.346845894848422e-06,3.0935826356937625e-05,1.0798403117304486e-05,0.00026522993049140844,0.0003490311408919903,4.331142761310773e-05,8.89605100079886e-06,25.276137360022403,149.54816656355794,2906962432
66,7854,0.0005,0.0025,0.0010870871092217467,6.162140699589578e-07,0.00015075984309309177,5.111002458198484e-05,0.00019999797157690708,0.00021298860804000425,0.0,1.9904290231728756e-06,7.318798250987019e-06,3.1475103094000214e-05,5.118888160934879e-06,8.260031893206316e-05,4.2297201677380754e-05,1.1760234698006873e-05,1.2154593388827163e-06,24.893396983039565,151.8474960478636,2906962432
67,7973,0.0005,0.0025,0.00031943131979214883,4.95012099893049e-07,8.433196922639759e-05,4.166683837187491e-05,3.12636755802607e-05,4.3954221527437093e-05,0.0,6.877438408390503e-07,7.660895909081713e-07,2.951489408655174e-06,8.789585458856814e-07,3.8162304103718185e-05,1.4701485304699634e-05,1.7125332717460836e-06,4.915997584205234e-07,24.403078490984626,154.89848960640222,2906962432
68,8092,0.0005,0.0025,0.00023375996756527535,4.799394694134e-07,7.826952587396755e-05,4.046763391689787e-05,1.2348370649513083e-05,2.456613385230032e-05,0.0,3.9966812723062903e-07,2.062616580847784e-07,6.332056851153548e-07,3.981026053085371e-07,2.6488333553840806e-05,1.3968020569639824e-05,8.469098817375284e-08,4.505153061104682e-07,23.953390248003416,157.80647168786783,2906962432
69,8211,0.0005,0.0025,0.00026801780701452303,4.775294430733541e-07,7.986155337507458e-05,4.023775475582591e-05,2.0643388843718975e-05,3.268713178975439e-05,0.0,2.558177365931707e-07,5.165927975138392e-07,1.9747769396184035e-06,6.081870479507926e-07,3.076333526959865e-05,1.238472769251703e-05,6.544011673289182e-07,4.262135692421171e-07,23.91758489003405,158.0427128148313,2906962432
