horizon,steps,rmse,relative_l2,persistence_rmse,mass_drift,operator
short,1,0.7609166105588278,1.0029290450943842,0.03339302560521497,0.7449258963267008,441.03834025065106
medium,16,0.7344656851556566,0.9974620209799873,0.332117670112186,0.909245491027832,27.569171481662327
long,80,0.6361993352572123,0.9735874864790175,1.0331104066636827,1.5905838277604845,5.517441617117988
