optimizer_update_step,tau,parameter_distance,latent_distance,online_min_std,target_min_std
6545,0.9989332138054684,0.00866242591291666,0.011573310941457748,0.0462198331952095,0.04660996049642563
6664,0.998986553115195,0.01389386411756277,0.012953576631844044,0.04744158685207367,0.04671856388449669
6783,0.9990398924249215,0.012942268513143063,0.007975907996296883,0.047416653484106064,0.04681064561009407
6902,0.9990932317346481,0.012610984034836292,0.003962827380746603,0.046889763325452805,0.046893127262592316
7021,0.9991465710443748,0.014374100603163242,0.01127553079277277,0.04714101180434227,0.046980347484350204
7140,0.9991999103541013,0.018180223181843758,0.007774439640343189,0.047739822417497635,0.047113895416259766
7259,0.9992532496638279,0.01758224330842495,0.006414806004613638,0.04727404564619064,0.047234907746315
7378,0.9993065889735545,0.016491327434778214,0.0046122027561068535,0.04776725918054581,0.04733894392848015
7497,0.999359928283281,0.03287093713879585,0.005966593511402607,0.04789472743868828,0.047525882720947266
7616,0.9994132675930076,0.030973847955465317,0.004122570622712374,0.04799453541636467,0.04776100441813469
7735,0.9994666069027341,0.02923973836004734,0.004099712707102299,0.04811583086848259,0.047949403524398804
7854,0.9995199462124608,0.02785574458539486,0.0035888226702809334,0.048353035002946854,0.04810528829693794
7973,0.9995732855221874,0.026469076052308083,0.003527918830513954,0.04858226701617241,0.04823349416255951
8092,0.9996266248319139,0.03443792462348938,0.02316528744995594,0.04696674272418022,0.04835349693894386
8211,0.9996799641416405,0.05132367089390755,0.010176846757531166,0.049198977649211884,0.048516854643821716
8330,0.9997333034513671,0.05058252438902855,0.003977542277425528,0.049225956201553345,0.048643529415130615
8449,0.9997866427610936,0.049198828637599945,0.004477148875594139,0.04913376271724701,0.048738352954387665
8568,0.9998399820708203,0.048146191984415054,0.0037819703575223684,0.04925531521439552,0.04880885034799576
8687,0.9998933213805469,0.04741933196783066,0.004103825427591801,0.04930664971470833,0.04885776713490486
8806,0.9999466606902734,0.047132667154073715,0.006500765681266785,0.04912301152944565,0.04888653755187988
8925,1.0,0.04711316525936127,0.005586685612797737,0.049202367663383484,0.04889592528343201
