epoch,global_step,optimizer_update_step,L_total,L_v0_5,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_mass,L_operator,L_JEPA_one,L_JEPA_multi,val_rollout,val_jepa,tau,epoch_time,samples_per_sec,peak_gpu_memory
1,3,3,2.9759828249613443,2.975974957148234,6.73561982485656e-08,2.714286226061328e-05,4.947600302784849e-07,0.9935263593991598,0.988680899143219,0.0021163650477925935,1.9512186554493383e-05,0.035744489481051765,0.1427430957555771,4.179765942543175e-06,3.7207548473361385e-06,1.0727577209472656,6.471766482718522e-06,0.9976,0.1230594259686768,390.0554518450117,20389888
2,6,6,2.970064957936605,2.9700586001078286,2.6197668034910748e-08,1.0844779959976828e-05,1.959005070754453e-07,0.9914839863777161,0.9866450826327006,0.0022051938188572726,0.0,0.03576010465621948,0.1424493044614792,2.976553029535959e-06,3.3190168930256427e-06,1.0656721591949463,2.3057617909216788e-05,1.0,0.11892511998303235,403.61531698978655,20452864
