horizon,steps,rmse,relative_l2,persistence_rmse,mass_drift,operator
short,1,0.7578200366761949,0.9984866248236762,0.03339302560521497,1.2253767649332683,438.6748979356554
medium,16,0.7304377092255486,0.9917024307780795,0.332117670112186,1.2898931238386366,27.42246871524387
long,80,0.6353661417961121,0.9722794956631131,1.0331104066636827,1.549249251683553,5.489066547817654
