epoch,global_step,learning_rate,L_total,L_K,L_multi,L_rec,L_var,L_physics,L_mass,L_operator,val_rollout,val_reconstruction,val_mass,val_operator,epoch_time,samples_per_sec,peak_gpu_memory
17,2023,0.001,1.8325962088095449,6.039558396783379e-06,0.00035363707583485095,0.9159414483125878,0.0,0.0,0.1718639121405662,14.748156852318496,1.0238918514478774,1.0253025406882876,0.4304729421933492,16.67348590124221,26.083467758027837,144.9193809299613,2888410624
18,2142,0.001,1.8234115688889114,2.9761250684882896e-06,0.00016477002827549185,0.9115395263389304,0.0,0.0,0.10275687321468636,14.665900842979472,1.0245225957461765,1.0270184795061748,0.03918961192969055,16.67099630265009,26.265435833018273,143.9153731935475,2888410624
19,2261,0.001,1.8218914725793103,4.6987838272774335e-06,0.00022677390529126146,0.9107166139537064,0.0,0.0,0.0952106300288092,14.661427859149912,1.0100439718791416,1.0129496370043074,0.0818110159664814,16.461949139549617,25.83509328000946,146.31261281045454,2888410624
20,2380,0.001,1.8213582255852916,6.192908295291345e-06,0.0003013363352880651,0.9103746788842337,0.0,0.0,0.15683938626732144,14.659689188760424,1.0463788265273684,1.0484049249263037,0.05467697431643804,17.05513894217355,26.614909889001865,142.02565463360887,2888410624
21,2499,0.001,1.8263507928797809,5.890383530756466e-06,0.000325337390380877,0.9128471155645986,0.0,0.0,0.14744995254530477,14.70300426785908,0.9917800982793172,0.9947531464554015,0.09900944370865113,16.209381203424364,26.044657638994977,145.13533072289079,2888410624
22,2618,0.001,1.8186424048489365,7.548277209878352e-06,0.0003539511810808945,0.9089634796929738,0.0,0.0,0.12258835865588731,14.654305374306977,1.023304421561105,1.0252563101904733,0.05521169972295562,16.692468570527577,25.771009839954786,146.6764408331246,2888410624
23,2737,0.001,1.815919132333584,8.893936203055702e-06,0.00033004756004576663,0.9076250743613672,0.0,0.0,0.10834882283021534,14.620341277753235,1.0180199066797893,1.020882324945359,0.24504987518081353,16.610639890034992,25.82064451399492,146.39448670428118,2888410624
24,2856,0.001,1.8225123931491185,8.707775969640197e-06,0.000401088004536365,0.9108507519045835,0.0,0.0,0.13843648671000092,14.662599923875597,1.0031061547143119,1.0069090079693568,0.12311053481839952,16.408831614539736,25.87472072301898,146.0885333010451,2888410624
25,2975,0.001,1.8221203274197049,1.1563483365525297e-05,0.00048410504112123616,0.9105702774865286,0.0,0.0,0.18282859994778558,14.669807861974,1.0148251590274628,1.017199228491102,0.19849706933878009,16.587808490934826,25.730202541977633,146.90906508928973,2888410624
26,3094,0.001,1.8259722415101591,1.1782047137530368e-05,0.0004712904068621654,0.912508940349811,0.0,0.0,0.2063212694472106,14.702225280438782,0.9974146760645367,1.0005692260605947,0.17502364714940388,16.332314164297923,26.174538452003617,144.41515394555685,2888410624
27,3213,0.001,1.8171716132491984,1.0169801825930663e-05,0.00038928879245071025,0.9081914347315592,0.0,0.0,0.14281191972513047,14.60990871247791,1.0235315124193827,1.0261364034243992,0.18576960099772327,16.64697018577939,26.363524955988396,143.37991624072959,2888410624
28,3332,0.001,1.8106523564252903,1.2470309493389405e-05,0.00045787232722249374,0.9048620708405025,0.0,0.0,0.14964769487540241,14.577136235514645,1.0160131752490997,1.0194145841257913,0.33381539059891585,16.64818205152239,25.899348651990294,145.9496163703529,2888410624
29,3451,0.001,1.8104130023370975,1.5840087690829205e-05,0.000552849096684007,0.9046457305787101,0.0,0.0,0.21976388759083218,14.575292815354766,1.0006389282998585,1.0036035668282282,0.32425195715789285,16.367414974030993,25.852306902990676,146.21519132448168,2888410624
30,3570,0.001,1.8010963948315413,1.8153696531600064e-05,0.0004948758934492063,0.9000442437393955,0.0,0.0,0.20115163738213518,14.505360198651672,1.0362128780001685,1.038315734125319,0.11315468028187751,16.935945719764348,26.797135278000496,141.05985437567452,2888410624
31,3689,0.001,1.8031560138419822,1.9812033847470216e-05,0.0005760715037544884,0.9009920305045194,0.0,0.0,0.21540776486434635,14.52799923003666,1.0725621297245933,1.0713533665452684,0.13768199862291416,17.483080564226423,26.194932168000378,144.30272144844997,2888410624
32,3808,0.001,1.805893166355355,1.4001625287746913e-05,0.000533345791359713,0.9024062370497082,0.0,0.0,0.1948326859564062,14.527389639395254,1.0190955945423672,1.0210397777103242,0.09615208187384443,16.621586590721492,25.8792152130045,146.0631618419604,2888410624
33,3927,0.001,1.7999988375517426,1.5920198322862026e-05,0.0005161237649166237,0.8994753331103653,0.0,0.0,0.2248122910303729,14.495875412068038,1.0319980371566047,1.0359307323183333,0.45844940976017995,16.967240115574427,26.223502427048516,144.14550499177707,2888410624
34,4046,0.001,1.799770955686216,1.3332033921431975e-05,0.0006168450237493272,0.8992619651965994,0.0,0.0,0.23697704735887112,14.497066071929124,1.0214432441052936,1.0237188049725123,0.27679316695956957,16.65680974778675,26.010348422976676,145.32677296475097,2888410624
35,4165,0.001,1.7947009505418243,1.1024675686760847e-05,0.00046209207093515607,0.8968828692007317,0.0,0.0,0.20386642316977183,14.461630944347887,1.0148443318548657,1.0160597506023588,0.15769271502005203,16.583661569867814,25.87477894098265,146.08820460347656,2888410624
36,4284,0.001,1.7967153787612915,1.1734225226877406e-05,0.0005054221075230214,0.8978463999808781,0.0,0.0,0.1914689947826364,14.488535412783346,1.0592094750631422,1.0593086049670264,0.20140292310998553,17.234025142306372,25.810300720040686,146.4531560868246,2888410624
37,4403,0.001,1.7874401795170294,1.1138945879196322e-05,0.0004591998092278286,0.8932553230139314,0.0,0.0,0.23196044630474513,14.410524144248356,1.041733591897147,1.0447037415845053,0.176788926319707,17.093734791165307,25.867500219959766,146.12931160171763,2888410624
38,4522,0.001,1.798061225275514,8.286419551709922e-06,0.00039836003127256554,0.8986281098512114,0.0,0.0,0.21709731669022292,14.497375007911964,1.1263720245588393,1.1208226345834278,0.23010408651649153,18.430974088396344,27.06352753099054,139.67137120877936,2888410624
39,4641,0.001,1.8014148413188873,7.3923240285342904e-06,0.00044012940464117537,0.9002635969056023,0.0,0.0,0.18571553074966662,14.536765592060393,1.0260502264613196,1.0283182186739785,0.16013248564586752,16.76524704524449,26.290237954002805,143.77960392041558,2888410624
40,4760,0.0005,1.7893570416818851,7.660749503533003e-06,0.00038812147680098417,0.8942865711040597,0.0,0.0,0.1732634077469508,14.4416494167671,1.0371134457134066,1.038646578221094,0.2187950101015823,16.902742585681732,25.794068656978197,146.54531823839966,2888410624
41,4879,0.0005,1.7701088733774013,7.960070513310336e-06,0.00030801523336401537,0.8847424426406779,0.0,0.0,0.18984422746789517,14.277830224819285,1.0301671703656514,1.0311270725159418,0.12178371708307947,16.86056852794829,26.64439037203556,141.86851142847965,2888410624
42,4998,0.0005,1.770944920544902,8.634697129579123e-06,0.00034767407061601127,0.88512046564193,0.0,0.0,0.21527224869009048,14.295249774468639,1.0156539627483914,1.0186032110736483,0.19639834939014345,16.599156152634393,27.116497058945242,139.39853631474298,2888410624
43,5117,0.0005,1.7602310654978273,8.35362188207568e-06,0.000288252594662712,0.8798231041620648,0.0,0.0,0.23774674140587054,14.218851287276657,1.0029081077802748,1.0056237484727586,0.26003293492609547,16.348473022097632,25.98601403500652,145.46286301961706,2888410624
44,5236,0.0005,1.7571959461484636,8.199100369094316e-06,0.00028684747047480886,0.878307025710111,0.0,0.0,0.23023202400358897,14.218165318928067,1.037442413114366,1.0408288986909957,0.3618251162270705,16.9708906128293,25.814691690029576,146.4282450237417,2888410624
45,5355,0.0005,1.7611436479306095,8.37187977431409e-06,0.0002864135728462811,0.8802812239480398,0.0,0.0,0.28298471115884327,14.238261457978103,1.0010457450435275,1.0046748697757721,0.21294586729435694,16.363835879734584,26.17151269002352,144.43185018651678,2888410624
46,5474,0.0005,1.7581867272260958,7.47310099656701e-06,0.00025459323158467966,0.8788350320366956,0.0,0.0,0.2697245962405331,14.21363522968595,1.1283073334466844,1.1344648273218245,0.5102722117677331,18.885841015407017,26.214279162988532,144.196221322649,2888410624
47,5593,0.0005,1.7517041808082945,6.653837716979469e-06,0.0002558104878675843,0.8755929524305637,0.0,0.0,0.2897673600565189,14.190695878689882,1.0870239862373896,1.0903463630449204,0.10529553854527572,17.995164680480958,26.267009934003,143.90674878859124,2888410624
48,5712,0.0005,1.7557044811349698,6.84854708245357e-06,0.00022577459743140492,0.8776230417231403,0.0,0.0,0.3083731814509346,14.214151339051584,1.0516957016218276,1.0561603083497002,0.26608878847743783,17.24515524818784,26.141716643993277,144.59647204800342,2888410624
49,5831,0.0005,1.7505382703094887,6.504714157792343e-06,0.00021357490447357239,0.8750523067656018,0.0,0.0,0.3005679865520467,14.172886572943794,1.0506461029960996,1.0558414286091213,0.2730911802677881,17.29643946602231,25.73189941298915,146.89937728001152,2888410624
50,5950,0.0005,1.7380830096189308,6.6572345757483385e-06,0.0001848783098264701,0.8688532986338177,0.0,0.0,0.3651832701983275,14.091398348127093,1.0579928017797924,1.0630035979407175,0.3913547231904453,17.431414940243677,26.229110826039687,144.11468330246632,2888410624
51,6069,0.0005,1.7558395476568314,5.682312659036908e-06,0.00020318241785625342,0.8777137485761491,0.0,0.0,0.309055487835218,14.22803705609034,1.032895051581519,1.0382871318431128,0.27118657390930734,16.941503570193337,25.983675782976206,145.47595311655454,2888410624
52,6188,0.0005,1.7449470074719222,6.12000618111875e-06,0.00018770948464171615,0.8722827327945245,0.0,0.0,0.3305148929594055,14.12130490964052,1.0007449581509544,1.0045561302275885,0.17205964922904968,16.260786383492604,25.866567319026217,146.1345818863105,2888410624
53,6307,0.0005,1.7419226850782121,6.141284072890856e-06,0.00018863028057643938,0.8707696423328742,0.0,0.0,0.2841386291636992,14.126176168048193,1.0227155540670667,1.0277368190742675,0.33733060587020147,16.68063190551031,25.904338249005377,145.921504099613,2888410624
54,6426,0.0005,1.736145530932795,7.14565364974896e-06,0.00019612742336768725,0.867873064172331,0.0,0.0,0.3320673186233435,14.0906291618549,0.9831177813666208,0.9866882991223108,0.12848339503010114,15.999584588550386,25.786378686025273,146.5890207394085,2888410624
55,6545,0.0005,1.7236096659665385,5.969018304202388e-06,0.00015312426198592962,0.8616487211651273,0.0,0.0,0.28441515260587924,13.97307021731422,1.1185349603494008,1.1258711962472825,0.562172632291913,18.503508613223122,25.706497485982254,147.04453619405882,2888410624
56,6664,0.0005,1.7263235384825046,7.609933492771926e-06,0.0001702954644637882,0.8629876704443069,0.0,0.0,0.3195841199506528,14.022472819575556,1.1156250105017707,1.1210978525025503,0.2337060241383456,18.445518847874233,26.026631805987563,145.2358502697376,2888410624
57,6783,0.0005,1.7134608099700281,7.099063373663171e-06,0.00013810424864040834,0.8565887504153782,0.0,0.0,0.24292935889864725,13.920944981852536,1.0105244517326355,1.0142911300772712,0.15627429605949492,16.414468960534958,26.17691526398994,144.40204133601358,2888410624
58,6902,0.0005,1.7185972786454298,9.651329296671233e-06,0.00017561222612611437,0.8591182008622185,0.0,0.0,0.22629097031537818,13.971032718880467,1.0520799943378993,1.0570237588314784,0.30422727826406204,17.25663359051659,26.10388727299869,144.8060191368491,2888410624
59,7021,0.0005,1.6950297774461212,1.0572928949456327e-05,0.0001357494147553567,0.8473738554293516,0.0,0.0,0.21459978891428186,13.766730638534304,1.034195437885466,1.039201933997018,0.2817761377919288,16.756278401329403,26.247421797015704,144.01414467419352,2888410624
60,7140,0.0005,1.6949416009206622,1.138214932147305e-05,0.00017531321063100623,0.8472897940211825,0.0,0.0,0.16876104994425697,13.757777166618872,1.092555942989531,1.0993042877742223,0.3026655314933686,18.040897755395797,26.00968160299817,145.33049876182545,2888410624
61,7259,0.0005,1.691072743153446,1.1623271642333724e-05,0.000233155163359168,0.8452974061486582,0.0,0.0,0.13768078058011948,13.737423921009851,1.0749956170717876,1.080289450145903,0.06677942484883326,17.594608479454404,25.567296442983206,147.84511958194935,2888410624
62,7378,0.0005,1.6834202587289153,1.1943452015594827e-05,0.00023215337944088908,0.841472004834937,0.0,0.0,0.1045725940396546,13.645073780685506,1.076978573061171,1.083026324283509,0.08479737459925846,17.57199217478434,25.614734783011954,147.57131127927775,2888410624
63,7497,0.0005,1.679196299194659,9.989183338624783e-06,0.0002355670311276323,0.8393575866386374,0.0,0.0,0.10633369427982461,13.624381650692571,1.1900310627051762,1.196973370086579,0.14115564725583507,19.784759203592937,25.979912574985065,145.49702540722168,2888410624
64,7616,0.0005,1.660537606572348,1.2994811627009844e-05,0.0002300794829217786,0.8300322268375013,0.0,0.0,0.09981742562755706,13.515458309839643,1.1201121673697516,1.1265596389770507,0.12308756732160137,18.50788419814337,25.71632468001917,146.98834483673124,2888410624
65,7735,0.0005,1.6565033197402954,1.0972766347395635e-05,0.00016479657589650107,0.8280813764012049,0.0,0.0,0.07156958047438551,13.453714704765845,1.11617498199145,1.1235862842627935,0.15080037933131235,18.366737915220714,25.86242736404529,146.15797453161986,2888410624
66,7854,0.0005,1.6557273131829722,1.0893311591933034e-05,0.00018344998571260404,0.8276747596957696,0.0,0.0,0.08059738052900506,13.442835408165342,1.21352153193383,1.2210183223088582,0.05068453178253202,19.974806444985525,25.567619405977894,147.8432520438805,2888410624
67,7973,0.0005,1.654426525635694,1.0782235698397493e-05,0.00020126354989654844,0.8270066087208097,0.0,0.0,0.07975007098503213,13.441471384442043,1.2530188708078294,1.2629531866028196,0.05268867552901308,20.831642173585436,25.75795617699623,146.75077378133832,2888410624
68,8092,0.0005,1.641418847205147,1.2144439814999705e-05,0.00025010983580994425,0.820453239054907,0.0,0.0,0.08377865002189995,13.346700271727547,1.179438346056711,1.1883541620913005,0.09728112078404852,19.55226989927746,25.917328976967838,145.8483628216165,2888410624
69,8211,0.0005,1.6575560895223467,9.488483887272344e-06,0.0002245335644585322,0.8285487678315905,0.0,0.0,0.09945940825516585,13.454147909053418,1.2028059323628744,1.2107523001375653,0.1711673820568692,19.966671089898973,25.82696108496748,146.35868260165304,2888410624
70,8330,0.0005,1.648095607631421,1.0850232032314928e-05,0.00032081964608065037,0.8237215588963221,0.0,0.0,0.06820558692924876,13.353071965616216,1.1783479168301536,1.1826377528054373,0.07757836083571117,19.276649479638962,26.027080658997875,145.23334558819252,2888410624
71,8449,0.0005,1.637886914626631,9.674143759530992e-06,0.0001784717830430184,0.8187601500718051,0.0,0.0,0.07210591133467104,13.300451235291819,1.1878871636731283,1.1982203912167322,0.13171694202880774,19.593551558539982,26.06722525996156,145.00968025185102,2888410624
72,8568,0.0005,1.630023778683294,1.0097860104959365e-05,0.00021575517349115144,0.8147910858588244,0.0,0.0,0.08616661651345787,13.215584097968208,1.2947108529862903,1.306094837756384,0.1477229457082493,21.853643253871372,26.09598498500418,144.84986875077306,2888410624
73,8687,0.0005,1.6348261834452391,9.353622689313996e-06,0.00021604478252046402,0.8171923700463835,0.0,0.0,0.08693537940739324,13.263380131393513,1.2067783758753823,1.2121085567133767,0.19013771638606808,19.811913013458252,25.90592596400529,145.91256090409894,2888410624
74,8806,0.0005,1.6203457510660566,9.693537748519765e-06,0.00024683097845236597,0.8099211993040862,0.0,0.0,0.08486080932869482,13.147024419068028,1.3756175410179865,1.3896427568935212,0.11006610243625584,23.068061551593598,25.686240531038493,147.16050001292948,2888410624
75,8925,0.0005,1.6539290536648381,8.936727697791337e-06,0.00021530403837219137,0.8267447551091512,0.0,0.0,0.10075731441457436,13.480112570303458,1.1946287075678508,1.202726303395771,0.19628811957580702,19.889675658089775,25.785201442951802,146.595713373154,2888410624
76,9044,0.0005,1.6292003235488972,8.531128935313847e-06,0.0002502671315115458,0.814345631271443,0.0,0.0,0.11358350748738284,13.202500051669974,1.27529460248493,1.2854873373394922,0.12558421340904066,21.294046574547178,25.722625755995978,146.95233821993764,2888410624
77,9163,0.0005,1.6073027056991738,9.349272753482822e-06,0.00015566714022372647,0.8034910110569505,0.0,0.0,0.09804565730706724,13.060773376182274,1.2579392711321513,1.2675645513193947,0.10876540680903764,20.848064785911923,25.921502835000865,145.82487844400762,2888410624
78,9282,0.0005,1.5982696449945843,1.0805700814248112e-05,0.00021666215680183587,0.7989127601265277,0.0,0.0,0.08745805433502904,12.988504532909898,1.293387038367135,1.3037712505885533,0.1034695305883707,21.653910337175642,25.68267193401698,147.18094790571024,2888410624
79,9401,0.0005,1.6187771459105154,1.1699473346260477e-05,0.0003294862294631207,0.8090532386113727,0.0,0.0,0.0976408589256819,13.12625900349289,1.2663979138646806,1.2763813558078947,0.13441698989786563,21.05808725811186,25.806258005963173,146.47609890308536,2888410624
80,9520,0.00025,1.594743879383834,9.234270675743194e-06,0.0001560921940528147,0.7972112308734308,0.0,0.0,0.08297748811661251,12.979193885238082,1.2148860040165128,1.2196253220240274,0.11478143320197151,19.761445072719027,26.079551086993888,144.9411451673768,2888410624
81,9639,0.00025,1.5781904633083041,9.84040149007111e-06,0.00014836676734457748,0.7889419430147403,0.0,0.0,0.06799970338978464,12.85417313651433,1.2323315245764597,1.2426661247298831,0.0891322297975421,20.263988603864398,25.727408687991556,146.9250185994962,2888410624
82,9758,0.00025,1.5819800566113185,1.0395065239795716e-05,0.00017802936255022705,0.7908068024292194,0.0,0.0,0.08630212043958997,12.894404231682026,1.200156059151604,1.2090133445603506,0.07413860510679937,19.717100170680453,25.4831505860202,148.33330703126126,2888410624
83,9877,0.00025,1.5676669871365583,1.0354987082469509e-05,0.00015312484042071022,0.783675190254494,0.0,0.0,0.083012032319629,12.781585946663347,1.2467501305398487,1.2558119345278966,0.08800944017157668,20.572866721380326,25.78908549598418,146.57363482658636,2888410624
84,9996,0.00025,1.5738516538862197,1.0767234762266363e-05,0.00018523259286426264,0.7867352103430127,0.0,0.0,0.08559461458334847,12.815668419933823,1.242847792875199,1.2508785514604477,0.0716963188678381,20.33600884392148,25.704939440009184,147.05344896150626,2888410624
85,10115,0.00025,1.5620870794568742,1.0698075423788781e-05,0.00017659887557519138,0.7808615915359013,0.0,0.0,0.09303407783191356,12.73343039618598,1.2181163980847314,1.2272297552653721,0.08281610940272609,20.076153800601052,25.825748514966108,146.36555443144184,2888410624
86,10234,0.00025,1.5558262965035816,1.0449033209350466e-05,0.0001622754964277163,0.7777456460806428,0.0,0.0,0.08593930591232878,12.651764321453356,1.2511980959347315,1.26056233389037,0.09149586960913786,20.669451114109584,25.68044456100324,147.19371352862316,2888410624
87,10353,0.00025,1.564840192012686,1.056113365973548e-05,0.00015373508176130671,0.7822610833026745,0.0,0.0,0.08310794336770577,12.756544460316814,1.2572899704887754,1.265329685097649,0.09146368295131695,20.61412890298026,25.636121879972052,147.44819897868737,2888410624
88,10472,0.00025,1.551269614002692,1.1111934746002099e-05,0.00017381586351865539,0.775455433414096,0.0,0.0,0.09093755828364501,12.648991942027259,1.251656827472505,1.2602012393020448,0.09471057938367483,20.496021243504117,25.955507830018178,145.63382942669062,2888410624
89,10591,0.00025,1.5572805643081664,1.1133273362185007e-05,0.00018949072186529598,0.7784452247871924,0.0,0.0,0.0977014338292142,12.67749388659442,1.2509422052474248,1.2583977744692847,0.10124004798320432,20.504104369027274,25.751108883006964,146.7897952345813,2888410624
90,10710,0.00025,1.5526074452374978,1.0803217254178697e-05,0.00018448344938131787,0.776113836538224,0.0,0.0,0.09294672466459729,12.665336120444,1.2396002990858896,1.245904008547465,0.09526072239414567,20.095852016267322,25.81226712698117,146.44199912408405,2888410624
91,10829,0.00025,1.5459557828449069,1.0867512006255325e-05,0.00018676340385345082,0.7727856954569539,0.0,0.0,0.09310495601129279,12.606631773489493,1.22821508929843,1.236538085767201,0.0999363311075805,20.150039473034088,25.76901257998543,146.68780917651046,2888410624
92,10948,0.00025,1.5512745697662313,1.0907022000917995e-05,0.00018783862453549066,0.7754439938320685,0.0,0.0,0.1020711710528722,12.64190976834171,1.2395345100334711,1.2486710732891446,0.10843629907107069,20.346911166963125,25.709460046025924,147.02759191491845,2888410624
93,11067,0.00025,1.5417252159623243,1.1119669042027598e-05,0.0002022987316921846,0.7706547506902583,0.0,0.0,0.10490690120471217,12.55729486374628,1.230808929602305,1.2420807917912802,0.0909261530132166,20.417972301301504,25.760996567027178,146.73345381514534,2888410624
94,11186,0.00025,1.5475490687385438,1.1052764837288084e-05,0.00022676663560098007,0.7735422401201157,0.0,0.0,0.10229343781395564,12.634900531062373,1.2831518054008484,1.2925514902387347,0.09941143776467513,21.100845382327126,25.637355855025817,147.44110201438687,2888410624
95,11305,0.00025,1.5407229886483893,1.1301572976181796e-05,0.0002196901571806323,0.7701361523734198,0.0,0.0,0.09878553841952924,12.520432700303497,1.3485464890797934,1.3610250177837553,0.13583398509681935,22.533550108046757,25.6839190730243,147.17380121206332,2888410624
96,11424,0.00025,1.5332351250623268,1.182892578187406e-05,0.00021084676225356777,0.7664008020093201,0.0,0.0,0.09618569565197778,12.514891736469572,1.2838619351387024,1.2930100418272472,0.10906038580551033,21.10393488747733,25.81328768102685,146.43620939375174,2888410624
97,11543,0.00025,1.53120666080051,1.1749540904958618e-05,0.0002351948070104564,0.7653622610228402,0.0,0.0,0.10048738046692161,12.504248380913305,1.2501868426799774,1.2579305662995293,0.11700316913026784,20.350852893647694,25.982214652001858,145.48413407510515,2888410624
98,11662,0.00025,1.5320519470033191,1.1620000909306568e-05,0.00023273394459109536,0.7657874290274564,0.0,0.0,0.10549402103695289,12.479686640179347,1.2312086576507204,1.2408004176049006,0.10081429580625678,20.201316733587355,25.659801731992047,147.3121281092045,2888410624
99,11781,0.00025,1.5336680440044907,1.151977878911778e-05,0.00023537435209767884,0.7665928874697004,0.0,0.0,0.10138992925997449,12.522333066425626,1.1895008427756173,1.1988547376223972,0.10362842391422462,19.48362444468907,25.696512624039315,147.10167310655908,2888410624
100,11900,0.00025,1.5207508926038389,1.1824601810191766e-05,0.00022904069764076402,0.7601404920456901,0.0,0.0,0.11563082396708153,12.393095439325565,1.2457133270445324,1.2560868893350874,0.1267025847520147,20.45538107554118,25.695162524993066,147.10940225901606,2888410624
101,12019,0.00025,1.5273375304287704,1.2129748379434373e-05,0.0002554514032983216,0.7634072488577909,0.0,0.0,0.11283475354944587,12.458375162800785,1.287654365244366,1.2961580018202463,0.11859972106204146,21.157627346402123,25.749609420017805,146.7983431648256,2888410624
102,12138,0.00025,1.5134811400105714,1.2189169002152677e-05,0.0002533135319094139,0.7564811631485268,0.0,0.0,0.1053580646950101,12.361781692504882,1.28533627476011,1.29563399042402,0.09767100507659572,21.06499215534755,25.90834199701203,145.898954106594,2888410624
103,12257,0.00025,1.5137275570914859,1.2401196496794771e-05,0.0002533586474816763,0.7566042198705926,0.0,0.0,0.11760197371717483,12.362843160276059,1.266628967580341,1.278182596252078,0.09714856268394562,20.96291958036877,25.764354231010657,146.71433120766102,2888410624
104,12376,0.00025,1.515640550189548,1.2488341118023046e-05,0.00027078852048525635,0.7575432432391657,0.0,0.0,0.10799167574082733,12.359715011637046,1.3504120247704643,1.3632770952724276,0.13170237935902107,22.612000392732167,27.333341700024903,138.29264059566327,2888410624
105,12495,0.00025,1.5117579192080826,1.2587704354484145e-05,0.0002751400845467788,0.7555975284525958,0.0,0.0,0.12004813797890194,12.342328784074732,1.2790672200066702,1.2901896249680291,0.08071644506195472,21.09792548588344,30.069429281982593,125.70907031697311,2888410624
106,12614,0.00025,1.5051662360549605,1.3048964445106947e-05,0.00026544163819087086,0.75231115124213,0.0,0.0,0.11102616187756655,12.278541601271856,1.2842914070401872,1.2953589706193833,0.10007601979277318,21.293422944205147,26.5255339150317,142.50420037192615,2888410624
