epoch,global_step,optimizer_update_step,L_total,L_v0_5,L_K,L_generator,L_multi,L_rec,L_forecast,L_var,L_stability,L_mass,L_operator,L_JEPA_one,L_JEPA_multi,val_rollout,val_jepa,tau,epoch_time,samples_per_sec,peak_gpu_memory
32,3808,3808,0.0027015139696203055,0.0027015139696203055,3.128800326924758e-07,0.00013257582117119686,2.509263479156991e-05,0.0006088423997714436,0.0006421248680294772,0.0,7.787839714388252e-07,6.654163290337748e-05,1.5596350383343177e-05,0.0,0.0,0.0002675835406296842,0.0,0.9977064096817571,24.631691330927424,153.46083828412756,2889244160
33,3927,3927,0.0003684308922544082,0.0003684308922544082,1.9011735726690911e-07,6.57518738994705e-05,1.599857452058815e-05,6.116108582597806e-05,7.29982271473596e-05,0.0,4.2827424654663124e-07,9.02256834169796e-06,1.628946702936523e-06,0.0,0.0,1.3354180321454935e-05,0.0,0.9977597489914837,25.08080761297606,150.71285017330706,2889244160
34,4046,4046,0.0001606968915824182,0.0001606968915824182,1.807775250863559e-07,5.937859930483644e-05,1.5242601785329589e-05,1.3089721509430323e-05,2.2093035162441315e-05,0.0,3.053692356212994e-07,8.868778250731849e-07,3.944203957650292e-07,0.0,0.0,2.7300394105536508e-05,0.0,0.9978130883012102,24.302634819992818,155.53869068099328,2889244160
35,4165,4165,0.0009266213905657568,0.0009266213905657568,1.9757621843112888e-07,6.792519980562338e-05,1.6513371481480098e-05,0.00019735171352092747,0.0002117175442103799,0.0,2.8916694502542123e-07,3.142299082591543e-05,5.099214811024173e-06,0.0,0.0,0.0014915908797688427,0.0,0.9978664276109368,24.226733573013917,156.02598627701633,2889244160
36,4284,4284,0.003231856227721822,0.003231856227721822,3.979704888569546e-07,0.00018920098796669176,3.178448555421296e-05,0.0007151872254018032,0.000758604574227883,0.0,5.927175769275899e-07,0.0001366606603316358,1.85665642117095e-05,0.0,0.0,0.00010426778365702679,0.0,0.9979197669206634,24.547488891053945,153.98723742278904,2889244160
37,4403,4403,0.0003007247352066558,0.0003007247352066558,1.816814744268981e-07,6.29273049723389e-05,1.5244819328785448e-05,4.592081941491752e-05,5.651190215580057e-05,0.0,2.4906023861837577e-07,9.947985335149313e-06,1.230807613205918e-06,0.0,0.0,1.954852897532484e-05,0.0,0.9979731062303899,24.571327841025777,153.83783995949472,2889244160
38,4522,4522,0.0001478574007580786,0.0001478574007580786,1.7813287061750889e-07,5.9039595662542276e-05,1.500114575570459e-05,1.0006229358527144e-05,1.918729682247864e-05,0.0,1.868799329568545e-07,8.406994603408642e-07,3.174998832122506e-07,0.0,0.0,1.2307974975556135e-05,0.0,0.9980264455401165,24.083372998982668,156.9547587939478,2889244160
39,4641,4641,0.0017353145236878719,0.0017353145236878719,2.747438420553129e-07,0.00011534615302465797,2.2344671205722816e-05,0.00038003875968320124,0.00040360161734045183,0.0,3.631124552878711e-07,2.8602064070650225e-05,9.834044854994833e-06,0.0,0.0,0.0023934996930793638,0.0,0.9980797848498432,24.21536470099818,156.09923892016315,2889244160
40,4760,4760,0.0025123155001666713,0.0025123155001666713,3.402532869316659e-07,0.00015498535776425833,2.7396222114918394e-05,0.0005495163198570023,0.0005870645799274956,0.0,5.439140252137151e-07,0.00013061155134713983,1.4294855981985819e-05,0.0,0.0,4.016735834912175e-05,0.0,0.9981331241595697,24.395842049038038,154.9444365315134,2889244160
41,4879,4879,0.0001447428576371056,0.0001447428576371056,1.8110658990877786e-07,5.898698832545301e-05,1.526104638985267e-05,9.051937121074405e-06,1.8316205086958936e-05,0.0,1.5057688299010945e-07,1.2128324650578458e-06,2.938066086003755e-07,0.0,0.0,1.6126944068500527e-05,0.0,0.9981864634692963,24.401878822012804,154.906104877059,2889244160
42,4998,4998,0.00013794734109767156,0.00013794734109767156,1.8215430938374194e-07,5.895837504082857e-05,1.5344811831637923e-05,7.486202750885034e-06,1.6535538336953208e-05,0.0,1.3378332910996934e-07,4.861834566684463e-08,2.530226178201682e-07,0.0,0.0,2.0965807059491495e-05,0.0,0.9982398027790229,24.00962004205212,157.43689376922438,2889244160
43,5117,5117,0.00013835438000218124,0.00013835438000218124,1.8322901855008143e-07,5.9082064695690795e-05,1.5452888048515424e-05,7.47884793238078e-06,1.6575407046792665e-05,0.0,1.3439280708540638e-07,5.30590900025321e-08,2.5374456050358085e-07,0.0,0.0,1.9551293908513063e-05,0.0,0.9982931420887494,24.70709344104398,152.99250027203033,2889244160
44,5236,5236,0.00013905272622920435,0.00013905272622920435,1.850637885213088e-07,5.915673943091721e-05,1.5592730511180077e-05,7.5465330997691055e-06,1.6680037646361e-05,0.0,1.1224995923851773e-07,5.002968255970093e-08,2.55448305890563e-07,0.0,0.0,2.3144809529185294e-05,0.0,0.998346481398476,24.105334966094233,156.81175994097669,2889244160
45,5355,5355,0.00014013365207045343,0.00014013365207045343,1.86620725996902e-07,5.925266930948026e-05,1.572492577589213e-05,7.664855206111155e-06,1.6921136233981493e-05,0.0,1.0757660952378054e-07,4.9108350644531574e-08,2.597477381636699e-07,0.0,0.0,1.74695381810168e-05,0.0,0.9983998207082025,24.557990488014184,153.9213887164291,2889244160
46,5474,5474,0.00014135054417050607,0.00014135054417050607,1.878485227761394e-07,5.937797045421407e-05,1.584106637642315e-05,7.885879746200295e-06,1.7127866400793815e-05,0.0,9.577840416788661e-08,6.199401693137102e-08,2.656261958137779e-07,0.0,0.0,1.724777612253092e-05,0.0,0.9984531600179292,24.124716058024205,156.68578195525419,2889244160
47,5593,5593,0.00014072785757004072,0.00014072785757004072,1.8954207986752933e-07,5.946304590137005e-05,1.5965858179100828e-05,7.642717515101481e-06,1.689289188275493e-05,0.0,8.941756685916271e-08,5.733017641758548e-08,2.596403587198265e-07,0.0,0.0,2.1864726745878303e-05,0.0,0.9985064993276558,24.466620573075488,154.4962038672286,2889244160
48,5712,5712,0.00014257500280451187,0.00014257500280451187,1.910350078112912e-07,5.948817176176432e-05,1.6101511479333836e-05,7.986215650191451e-06,1.732191771292559e-05,0.0,8.562041483989401e-08,7.224366523465871e-08,2.674813798582589e-07,0.0,0.0,1.7666261001501143e-05,0.0,0.9985598386373823,24.707239145995118,152.991598035862,2889244160
49,5831,5831,0.00014374653081022814,0.00014374653081022814,1.922679601833537e-07,5.96651939164586e-05,1.621183604507081e-05,8.179699069019297e-06,1.7514109923568968e-05,0.0,7.339736524143942e-08,7.874712586934798e-08,2.734493202679582e-07,0.0,0.0,1.5868633965423907e-05,0.0,0.9986131779471089,24.584266796940938,153.75687350050853,2889244160
50,5950,5950,0.00014480636307289676,0.00014480636307289676,1.9375537327786808e-07,5.971083726897767e-05,1.632784587277528e-05,8.382297725258574e-06,1.7700869790691064e-05,0.0,6.234831534443618e-08,8.89950924730589e-08,2.785482576785268e-07,0.0,0.0,1.432229952721779e-05,0.0,0.9986665172568355,24.427915295003913,154.7409983353389,2889244160
51,6069,6069,0.00014756330177766918,0.00014756330177766918,1.9483679521587475e-07,5.984002063371162e-05,1.6418187900584328e-05,8.977333881515223e-06,1.8312609447295673e-05,0.0,6.05502713083766e-08,2.360221851667741e-07,2.946112477361783e-07,0.0,0.0,1.5014169037472346e-05,0.0,0.998719856566562,24.359935770975426,155.17282293099578,2889244160
52,6188,6188,0.0001587357206507857,0.0001587357206507857,1.9634214287521591e-07,6.014858825235731e-05,1.651712766765043e-05,1.1636041638248283e-05,2.0959716320725247e-05,0.0,5.406946769351023e-08,4.3702224991524195e-07,3.6104132201522567e-07,0.0,0.0,2.7508264888421678e-05,0.0,0.9987731958762887,24.677449041977525,153.17628631590074,2889244160
53,6307,6307,0.00019163785461661598,0.00019163785461661598,1.9716357280505316e-07,6.036829454676499e-05,1.660988736143471e-05,1.952168430179689e-05,2.9226090289681914e-05,0.0,4.9863444585579774e-08,1.2004516453172319e-06,5.599816438040795e-07,0.0,0.0,3.2524911027091245e-05,0.0,0.9988265351860153,24.223234875011258,156.04852198743515,2889244160
54,6426,6426,0.0017735891331174464,0.0017735891331174464,2.2823396881252e-07,7.90259912570017e-05,1.903311156195948e-05,0.00040054455998220613,0.0004221929539833957,0.0,1.6922031286651393e-07,4.367324044619997e-05,1.0210430061532568e-05,0.0,0.0,0.0001881864298151673,0.0,0.9988798744957418,23.994148632977158,157.53840896045926,2889244160
55,6545,6545,0.00026252827295730454,0.00026252827295730454,1.932067324639594e-07,6.095501654300957e-05,1.6285133989142543e-05,3.6406774133817715e-05,4.638186304652312e-05,0.0,1.6581986353085854e-07,1.5084881176547966e-05,9.947506066329504e-07,0.0,0.0,2.025445189376894e-05,0.0,0.9989332138054684,24.194539422052912,156.2336002376881,2889244160
56,6664,6664,0.00014265914122381853,0.00014265914122381853,1.9092838315180743e-07,5.94683692306428e-05,1.6102071822388097e-05,8.037838788897725e-06,1.7312775325894273e-05,0.0,9.022103477992994e-08,1.5857860245115073e-07,2.686697985996876e-07,0.0,0.0,2.015178490962301e-05,0.0,0.998986553115195,24.192111453041434,156.24928015635354,2889244160
57,6783,6783,0.00014318426040484122,0.00014318426040484122,1.9124046350654642e-07,5.954740532500196e-05,1.6133111107616474e-05,8.076473715759458e-06,1.7468647867510165e-05,0.0,7.500718347289145e-08,1.376950610101534e-07,2.705488467745935e-07,0.0,0.0,1.8459249761127423e-05,0.0,0.9990398924249215,24.039521425962448,157.24106703379033,2889244160
58,6902,6902,0.00015596283661945668,0.00015596283661945668,1.9214221802945112e-07,5.981078214029333e-05,1.6206304224965004e-05,1.1127466368442e-05,2.058123011790615e-05,0.0,6.69943530182435e-08,2.661968088046157e-07,3.498582952401886e-07,0.0,0.0,2.412650127163423e-05,0.0,0.9990932317346481,24.414515020907857,154.82593026168743,2889244160
59,7021,7021,0.00016678366920955124,0.00016678366920955124,1.9230411103380324e-07,5.999070604697668e-05,1.622507757380686e-05,1.3757896258587526e-05,2.322301638188523e-05,0.0,5.6981484919805116e-08,4.990031049935828e-07,4.158927040299161e-07,0.0,0.0,2.8862889874809686e-05,0.0,0.9991465710443748,24.356680748052895,155.19356020225285,2889244160
60,7140,7140,0.0006568914555597104,0.0006568914555597104,2.001936345863137e-07,6.409158431875603e-05,1.676601678092666e-05,0.0001316551516360262,0.00014468527329092716,0.0,1.2328334584780532e-07,2.8491887004381974e-05,3.3804855886970356e-06,0.0,0.0,0.00010412439656820858,0.0,0.9991999103541013,24.083948764018714,156.9510065412238,2889244160
61,7259,7259,0.00035913822231272227,0.00035913822231272227,1.9518099856858495e-07,6.322548721631171e-05,1.6452625480524533e-05,5.9070996472395824e-05,7.006867567989507e-05,0.0,1.1394892484974774e-07,2.104485957841067e-05,1.5629523605764522e-06,0.0,0.0,3.327834153121027e-05,0.0,0.9992532496638279,24.128009611042216,156.66439382841085,2889244160
62,7378,7378,0.0009703800018763455,0.0009703800018763455,2.1767927339973175e-07,7.753462103200416e-05,1.8053823861351395e-05,0.00020459002790394827,0.00022095305694694626,0.0,1.8518583109065732e-07,2.1798930880977038e-05,5.277924718164421e-06,0.0,0.0,7.496861864984524e-05,0.0,0.9993065889735545,24.179361383081414,156.33167229325215,2889244160
63,7497,7497,0.00024262525573330956,0.00024262525573330956,1.8547432066245367e-07,6.189528478047115e-05,1.5618436644592928e-05,3.1709661067556006e-05,4.2498047330703774e-05,0.0,1.450534526855013e-07,3.499334773264477e-06,8.891719671111941e-07,0.0,0.0,1.7604162045851506e-05,0.0,0.999359928283281,24.329025189043023,155.3699735451129,2889244160
64,7616,7616,0.0001623884228547227,0.0001623884228547227,1.8137274398415886e-07,5.93139402948384e-05,1.5282221207964646e-05,1.3410909918738066e-05,2.2605850294918542e-05,0.0,1.1027866772894807e-07,1.0147937697513438e-06,4.0580665919156027e-07,0.0,0.0,1.3929741189280148e-05,0.0,0.9994132675930076,25.815148699912243,146.4256527801,2889244160
65,7735,7735,0.00025635572235351283,0.00025635572235351283,1.8428846080722612e-07,6.0913200528981784e-05,1.549356589969999e-05,3.572608917074927e-05,4.582612705162896e-05,0.0,1.0010646208300312e-07,4.811508519937719e-06,9.71785763335637e-07,0.0,0.0,3.70168795121745e-05,0.0,0.9994666069027341,24.246340874931775,155.8998126561906,2889244160
66,7854,7854,0.0002901059183786086,0.0002901059183786086,1.8336274967055635e-07,6.145024650592219e-05,1.545093947295937e-05,4.348904763112182e-05,5.396618053151378e-05,0.0,1.2441715097337033e-07,1.2065807605101745e-05,1.1718496610892688e-06,0.0,0.0,5.887832410822046e-05,0.0,0.9995199462124608,24.083908919012174,156.9512662047985,2889244160
67,7973,7973,0.0009370430445337974,0.0009370430445337974,1.994844627694523e-07,7.190778297150419e-05,1.6627891737799574e-05,0.0001972163184613689,0.00021370741455241664,0.0,1.9429037940348796e-07,4.399924283562642e-05,5.06619795347943e-06,0.0,0.0,0.0044143060222268105,0.0,0.9995732855221874,24.496709370985627,154.30643939781987,2889244160
68,8092,8092,0.005196995498327952,0.005196995498327952,5.778951418883793e-07,0.00028452940968375914,4.498330091197714e-05,0.0011886080325696701,0.0012106337721720425,0.0,6.346889900322263e-07,8.700002491507733e-05,2.9872353328149377e-05,0.0,0.0,2.1687732909673026e-05,0.0,0.9996266248319139,24.37593449302949,155.07097793854524,2889244160
69,8211,8211,0.00014033558003594557,0.00014033558003594557,1.8529948729891172e-07,5.930369969632319e-05,1.561759191168849e-05,7.790680907448174e-06,1.697067743826044e-05,0.0,1.870803501071023e-07,8.882849604892497e-08,2.610264609769026e-07,0.0,0.0,1.6687283632996868e-05,0.0,0.9996799641416405,24.157817661995068,156.4710874503649,2889244160
70,8330,8330,0.0001390317788319268,0.0001390317788319268,1.8505970632922885e-07,5.9134681376033565e-05,1.5590780254261857e-05,7.545514220283915e-06,1.6680584746402462e-05,0.0,1.564972780379225e-07,5.835718814333636e-08,2.547895389527964e-07,0.0,0.0,1.7285659071473803e-05,0.0,0.9997333034513671,24.330345202004537,155.36154413824642,2889244160
71,8449,8449,0.0001391190397996633,0.0001391190397996633,1.8472233426220275e-07,5.908129780205883e-05,1.5569843241585193e-05,7.576409491116585e-06,1.673555860025488e-05,0.0,1.4438667382744816e-07,1.1891679752840934e-07,2.5587877720676905e-07,0.0,0.0,2.1094807570556266e-05,0.0,0.9997866427610936,24.66010743996594,153.28400369715587,2889244160
72,8568,8568,0.0001404723914761451,0.0001404723914761451,1.8470621524309094e-07,5.902727564153749e-05,1.5567508985417177e-05,7.917439158455834e-06,1.7101789930762682e-05,0.0,1.312842326514468e-07,1.0515798323311813e-07,2.6387023857361263e-07,0.0,0.0,1.9032923643992816e-05,0.0,0.9998399820708203,24.334528909996152,155.3348336423825,2889244160
73,8687,8687,0.00013887949319305046,0.00013887949319305046,1.8410532101112887e-07,5.897749048286911e-05,1.5517126130891492e-05,7.595420335491851e-06,1.670760711594657e-05,0.0,1.13270002547596e-07,7.525184088609138e-08,2.5606272893140365e-07,0.0,0.0,1.8133124415596414e-05,0.0,0.9998933213805469,24.749175379052758,152.732361466852,2889244160
74,8806,8806,0.00014038158886482024,0.00014038158886482024,1.838698352384483e-07,5.904692438432316e-05,1.5490979883849384e-05,7.96491077048741e-06,1.707576893894593e-05,0.0,1.0558180369262166e-07,1.1838941526591605e-07,2.66196670440516e-07,0.0,0.0,1.664627568624426e-05,0.0,0.9999466606902734,24.27876440505497,155.6916133348608,2889244160
75,8925,8925,0.000145013488197167,0.000145013488197167,1.835102157851257e-07,5.9013782905552676e-05,1.545522928710044e-05,9.132119761989329e-06,1.8215864624907557e-05,0.0,9.937457812920864e-08,7.044694748112797e-07,2.946822825205821e-07,0.0,0.0,2.7510526879701675e-05,0.0,1.0,24.141928566969,156.5740694457939,2889244160
