optimizer_update_step,tau,parameter_distance,latent_distance,online_min_std,target_min_std
119,0.9960528910802331,0.06244930252432823,0.032197315245866776,0.10718156397342682,0.1018473207950592
238,0.9961062303899596,0.03915029391646385,0.020765427500009537,0.1068936288356781,0.10313102602958679
357,0.9961595696996862,0.02471768483519554,0.012688455171883106,0.10666424036026001,0.10429034382104874
476,0.9962129090094128,0.01575104147195816,0.007101588882505894,0.1063522920012474,0.10503122210502625
595,0.9962662483191393,0.010182149708271027,0.003607203485444188,0.10608203709125519,0.10541757196187973
714,0.996319587628866,0.0068240598775446415,0.0014990116469562054,0.10560619086027145,0.10554859042167664
833,0.9963729269385926,0.004940584767609835,0.00242800684645772,0.1051265075802803,0.1054975613951683
952,0.9964262662483191,0.004148703999817371,0.008662911131978035,0.10451040416955948,0.10532461106777191
1071,0.9964796055580457,0.006035466678440571,0.008801408112049103,0.10412062704563141,0.10501758009195328
1190,0.9965329448677723,0.013273545540869236,0.012561725452542305,0.10324899107217789,0.10426496714353561
1309,0.9965862841774988,0.03981820121407509,0.1567225605249405,0.09218867123126984,0.10287196189165115
1428,0.9966396234872255,0.056638866662979126,0.042861320078372955,0.09940918534994125,0.10052808374166489
1547,0.9966929627969521,0.0383477658033371,0.02003614418208599,0.09954892843961716,0.09965609759092331
1666,0.9967463021066786,0.026213083416223526,0.008535243570804596,0.09971004724502563,0.09941060096025467
1785,0.9967996414164052,0.018264267593622208,0.00267671886831522,0.10003700107336044,0.09943222999572754
1904,0.9968529807261318,0.013169283047318459,0.00538152689114213,0.10019886493682861,0.09957130253314972
2023,0.9969063200358583,0.010127237997949123,0.007271597161889076,0.10032474249601364,0.09976094216108322
2142,0.996959659345585,0.008547033183276653,0.010286089032888412,0.10060644894838333,0.09996911138296127
2261,0.9970129986553116,0.01787116564810276,0.031232653185725212,0.09829667955636978,0.1000654548406601
2380,0.9970663379650381,0.030361702665686607,0.05806154012680054,0.09597424417734146,0.09996320307254791
2499,0.9971196772747647,0.07344043999910355,0.038754429668188095,0.10182026773691177,0.10006986558437347
2618,0.9971730165844913,0.05212990194559097,0.025512300431728363,0.10217519104480743,0.1004166379570961
2737,0.9972263558942178,0.037410929799079895,0.016822079196572304,0.10243560373783112,0.1008531004190445
2856,0.9972796952039444,0.027364853769540787,0.013255469501018524,0.10282992571592331,0.1013142541050911
2975,0.997333034513671,0.020656343549489975,0.014309486374258995,0.10333642363548279,0.1017741709947586
3094,0.9973863738233976,0.01613275334239006,0.01225525513291359,0.1035209596157074,0.10221655666828156
3213,0.9974397131331242,0.018704386427998543,0.02238774299621582,0.10587434470653534,0.10264801979064941
3332,0.9974930524428507,0.03635025396943092,0.01578531228005886,0.10596073418855667,0.10297905653715134
3451,0.9975463917525773,0.030345803126692772,0.005075682885944843,0.10345720499753952,0.1031961590051651
3570,0.9975997310623039,0.025145962834358215,0.008356675505638123,0.1051226481795311,0.10336154699325562
3689,0.9976530703720304,0.02176547236740589,0.010717950761318207,0.1052992194890976,0.10353545844554901
3808,0.9977064096817571,0.026570357382297516,0.02370322309434414,0.10156846791505814,0.10345450788736343
3927,0.9977597489914837,0.023400941863656044,0.01010932121425867,0.10322055220603943,0.10320300608873367
4046,0.9978130883012102,0.021414654329419136,0.0030879087280482054,0.10360150784254074,0.10316155850887299
4165,0.9978664276109368,0.022388193756341934,0.02871554158627987,0.10589489340782166,0.10326004773378372
4284,0.9979197669206634,0.04599742218852043,0.050411004573106766,0.10184085369110107,0.10308471322059631
4403,0.9979731062303899,0.03800594434142113,0.03184196352958679,0.10229146480560303,0.10277976095676422
4522,0.9980264455401165,0.03311799466609955,0.016955405473709106,0.10317005217075348,0.102704256772995
4641,0.9980797848498432,0.035736095160245895,0.04661067947745323,0.09947032481431961,0.10270397365093231
4760,0.9981331241595697,0.06507683545351028,0.022550363093614578,0.10340806096792221,0.10260246694087982
4879,0.9981864634692963,0.053219545632600784,0.01471193227916956,0.1039784699678421,0.10277611017227173
4998,0.9982398027790229,0.04423614218831062,0.010920796543359756,0.10421278327703476,0.10298588126897812
5117,0.9982931420887494,0.037489842623472214,0.0094551807269454,0.10449621081352234,0.10321666300296783
5236,0.998346481398476,0.03252361714839935,0.009417098015546799,0.10470309108495712,0.1034565269947052
5355,0.9983998207082025,0.029027603566646576,0.01124660111963749,0.10505542159080505,0.10370201617479324
5474,0.9984531600179292,0.026755407452583313,0.012807222083210945,0.10531377792358398,0.10394636541604996
5593,0.9985064993276558,0.02546585723757744,0.014021346345543861,0.10549408942461014,0.1041858047246933
5712,0.9985598386373823,0.02499035745859146,0.015696972608566284,0.10575804859399796,0.10441911965608597
5831,0.9986131779471089,0.025154437869787216,0.01722855307161808,0.10596795380115509,0.10464345663785934
5950,0.9986665172568355,0.025835316628217697,0.01865692436695099,0.1062568947672844,0.10485870391130447
6069,0.998719856566562,0.02695424295961857,0.01947259157896042,0.1063757836818695,0.10505832731723785
6188,0.9987731958762887,0.028462372720241547,0.02039802260696888,0.10643482953310013,0.10524031519889832
6307,0.9988265351860153,0.030329011380672455,0.02160288393497467,0.10685472190380096,0.10540347546339035
6426,0.9988798744957418,0.03592589870095253,0.017656242474913597,0.10554271191358566,0.10549528896808624
